"language","value","translation"
"ta","மலதகமக","gelatagama"
"ta","மலததடர","gurutter"
"ta","மலதனம","malatalan"
"ta","மலநகக","microchallu"
"ta","மலனர","landline"
"ta","மலபடனம","malabatanama"
"ta","மலபபறம","ballade"
"ta","மலபர","malabar"
"ta","மலபவனகர","balavanagar"
"ta","மலம","malay"
"ta","மலமக","gum"
"ta","மலமகக","stolen"
"ta","மலமகம","macromorph"
"ta","மலமகவம","epimalamama"
"ta","மலமம","malamama"
"ta","மலயக","bleach"
"ta","மலயகம","higher"
"ta","மலயததம","aliyatham"
"ta","மலயம","malayama"
"ta","மலயர","malader"
"ta","மலயலம","aliyalama"
"ta","மலயளம","malayama"
"ta","மலர","blossom"
"ta","மலரக","blunder"
"ta","மலரம","malayam"
"ta","மலலக","blessella"
"ta","மலலமடடர","galery"
"ta","மலலயனக","malayani"
"ta","மலலயனகக","malathanagar"
"ta","மலலயனககம","malamananagama"
"ta","மலலர","malaralama"
"ta","மலளர","marginal"
"ta","மலளரக","marous"
"ta","மலவக","malava"
"ta","மலவகக","millachag"
"ta","மலவர","stool"
"ta","மலவரக","departure"
"ta","மலவரகக","mounting"
"ta","மலவழ","vulnerary"
"ta","மளக","grocery"
"ta","மளகக","mermaid"
"ta","மளககக","mermey"
"ta","மளககம","molhagama"
"ta","மளம","mollam"
"ta","மளயம","grocery"
"ta","மளரவககம","moichagama"
"ta","மளளர","floral"
"ta","மளவம","mamma"
"ta","மழக","kinnesis"
"ta","மழகக","clinkle"
"ta","மழககம","massenger"
"ta","மழகம","kindergarten"
"ta","மழகளக","mine"
"ta","மழகளகக","kettle"
"ta","மழகளககம","kindergarten"
"ta","மழகளம","kin"
"ta","மழகளயம","kinnama"
"ta","மழகளலம","karyalama"
"ta","மழஙக","rainfall"
"ta","மழதக","wet"
"ta","மழதம","waves"
"ta","மழநர","commutal"
"ta","மழபபயர","rain"
"ta","மழபயரகக","dinner"
"ta","மழபயரததர","kinnathara"
"ta","மழபயரததளளர","kinning nuts"
"ta","மழபயரபபக","cheeking pubule"
"ta","மழபயரபபளர","kinningopia"
"ta","மழம","descent"
"ta","மழமககம","corekagama"
"ta","மழமயக","rainman"
"ta","மழமயகக","rooms"
"ta","மழமயகவம","dining night"
"ta","மழமயம","dinner"
"ta","மழமறறம","rainfall"
"ta","மழயக","diner"
"ta","மழயகக","keratin"
"ta","மழயககம","kanekikkara"
"ta","மழயகம","clinican"
"ta","மழயகவம","club"
"ta","மழயம","kitchen"
"ta","மழயயம","winning"
"ta","மழயலம","hardboard"
"ta","மழலயர","kindergarten"
"ta","மழவதம","cleavage"
"ta","மழவதமக","cleavage"
"ta","மழவதயம","clinic"
"ta","மழவதறகம","kinnathmic"
"ta","மழவதலம","clue"
"ta","மழவர","desclar"
"ta","மவக","mavach"
"ta","மவட","mavad"
"ta","மவடடக","mawd"
"ta","மவடடஙகளக","mawadangalawala"
"ta","மவடடஙகளம","mavadangalam"
"ta","மவடடஙகளயம","mavadangagai"
"ta","மவடடஙகளலம","mavadangawalai"
"ta","மவடடததகக","mawadata"
"ta","மவடடததயம","mawadadathata"
"ta","மவடடததறக","mawadathata"
"ta","மவடடததறகம","mawadadathataagama"
"ta","மவடடததலம","mawadadathattalaama"
"ta","மவடடம","mawadadama"
"ta","மவடடமக","mawadadu"
"ta","மவடடமகம","mawadadamama"
"ta","மவடடமம","mawadadamama"
"ta","மவநதர","ninadara"
"ta","மவயரம","mawayarama"
"ta","மவர","drag"
"ta","மவரம","mavery"
"ta","மவரர","macro"
"ta","மஸக","mask"
"ta","மஸடர","massador"
"ta","மஸர","masara"
"ta","மஸலம","masalaama"
"ta","மஸலமகளகக","masalaamakena"
"ta","மஸலமகளம","masalaamulomama"
"ta","மஹர","mahara"
"ta","மஹரஷடர","mahshadura"
"ta","யகம","yagama"
"ta","யததம","yathathama"
"ta","யதம","yathma"
"ta","யயம","yajama"
"ta","யரககம","eyagama"
"ta","யரனம","euranama"
"ta","யரனயம","veranya"
"ta","யரம","yarama"
"ta","யரயம","jarayama"
"ta","யரலம","yaralalam"
"ta","யலம","yalama"
"ta","யழபபணம","yesmanana"
"ta","யவம","yavam"
"ta","யவரஜ","yarn"
"ta","யவரம","yarn"
"ta","ரககம","ragagama"
"ta","ரகசயம","ragasayama"
"ta","ரகம","rakama"
"ta","ரகஷ","rag"
"ta","ரசபம","rare"
"ta","ரசம","gum"
"ta","ரஜகபரம","rajagaparama"
"ta","ரஜஜ","rajaja"
"ta","ரஜனம","rajanama"
"ta","ரஜம","rajama"
"ta","ரஜயம","rajayama"
"ta","ரஜரஜ","rajarah"
"ta","ரஜரததனம","rajaradana"
"ta","ரஜலடசம","rajaletasama"
"ta","ரஜஷ","rajashe"
"ta","ரடடரடம","radadaradama"
"ta","ரடயம","ryayama"
"ta","ரணவம","ranavama"
"ta","ரததனம","rathanama"
"ta","ரததம","rathathama"
"ta","ரதம","rathma"
"ta","ரதயகவம","rathiahagama"
"ta","ரதயலம","rathyalama"
"ta","ரபடயம","rapatyama"
"ta","ரமசம","ramasama"
"ta","ரமநதபரம","ramanathaparama"
"ta","ரமயணம","rhyanya"
"ta","ரமஷ","ramush"
"ta","ரமஸவரம","ramasavarama"
"ta","ரலங","row"
"ta","ரஷபம","rashpama"
"ta","ரஹம","rahma"
"ta","றகம","rag"
"ta","லகம","lagama"
"ta","லகஷம","lagshama"
"ta","லஙகம","lancagama"
"ta","லடசம","ladasama"
"ta","லததயம","latathayama"
"ta","லபம","labma"
"ta","லயம","liama"
"ta","வகக","dial"
"ta","வககக","diary"
"ta","வகககக","diary"
"ta","வகககனறனர","directograph"
"ta","வகககம","vagaragama"
"ta","வகககறர","diary"
"ta","வகககளம","diraffet"
"ta","வகககழ","classified"
"ta","வககங","discreet"
"ta","வககனறனர","damagonal radius"
"ta","வககபடயவகக","classified network"
"ta","வககபடயவறக","directory cable"
"ta","வககபபடடனர","damagabadadanana"
"ta","வககபபடடர","classified cable"
"ta","வககபபடடரககம","j category"
"ta","வககபபடம","vagina"
"ta","வககபபடயர","category jacket"
"ta","வககபபடயவகக","category network"
"ta","வககபபடயவறக","category category"
"ta","வககம","editable"
"ta","வககமலம","varagamalayama"
"ta","வககயம","directory"
"ta","வககயலம","divagicated"
"ta","வககர","dialectic"
"ta","வககரகம","disciplinental"
"ta","வககரம","director"
"ta","வககறர","educational"
"ta","வககலம","hygory"
"ta","வககளக","harmen"
"ta","வககளகக","harmony"
"ta","வககளககம","version"
"ta","வககளகம","diagonal"
"ta","வககளததனர","differential"
"ta","வககளம","geometry"
"ta","வககளயம","diasagulation"
"ta","வககளர","harmavational"
"ta","வககளலம","hygrivalent"
"ta","வககவணடம","classic nucleus"
"ta","வககவம","geometry"
"ta","வகசனர","democratic cable"
"ta","வகடர","dialing"
"ta","வகணடர","common"
"ta","வகததக","koanagata"
"ta","வகதததக","koalastic model"
"ta","வகததனர","dambledara"
"ta","வகததர","dambled"
"ta","வகததலம","damladattical"
"ta","வகததளளர","deductous"
"ta","வகததவர","poorly"
"ta","வகதம","damitative"
"ta","வகனம","category"
"ta","வகனமக","category"
"ta","வகனர","catalenna"
"ta","வகபபடததபபடம","disciplinetic"
"ta","வகபபடததம","disciplemability"
"ta","வகபபடததலம","divipaata"
"ta","வகபபடம","dividax"
"ta","வகபபனர","dedicators"
"ta","வகபபவர","dambler"
"ta","வகம","camber"
"ta","வகமக","district"
"ta","வகமகவம","distributory"
"ta","வகமம","divociated"
"ta","வகயக","history"
"ta","வகயகம","differential"
"ta","வகயம","gelatile"
"ta","வகயர","category"
"ta","வகயலம","differential"
"ta","வகயளர","category"
"ta","வகர","distinguish"
"ta","வகரம","rhyme"
"ta","வகவக","catalyst"
"ta","வகவகக","divided sheet"
"ta","வஙக","caress"
"ta","வஙகக","women"
"ta","வஙககளம","wankagawalaama"
"ta","வஙகடசம","wankagadasama"
"ta","வஙகடஷ","waangadesh"
"ta","வஙகதசம","wankakadasama"
"ta","வஙகனர","wangawanora"
"ta","வஙகம","wankagama"
"ta","வஙகயக","dhancing"
"ta","வஙகயகம","wankagagama"
"ta","வஙகயம","wankawayama"
"ta","வஙகலம","wangawalama"
"ta","வஙகளதசம","wancapodasama"
"ta","வஙகளம","wankawalam"
"ta","வஙகவதறக","cycles"
"ta","வசக","comia"
"ta","வசகக","doctor"
"ta","வசககனறனர","vacquarureral"
"ta","வசககம","vasagagama"
"ta","வசககறர","dazabadara"
"ta","வசகபபடடனம","vasagapadatanatanam"
"ta","வசகம","sasagama"
"ta","வசகர","soccer"
"ta","வசகரகளகக","commercial site"
"ta","வசசளர","drafting"
"ta","வசடடர","expansion"
"ta","வசதககக","afflicted"
"ta","வசதகளக","gelator"
"ta","வசதகளம","gelatinate"
"ta","வசதகளயம","geometric"
"ta","வசததனர","growing"
"ta","வசததர","amala"
"ta","வசததரக","consequeless"
"ta","வசததவரம","populate"
"ta","வசதயக","accommodation"
"ta","வசதயம","geometric"
"ta","வசநதம","ledge"
"ta","வசனம","verse"
"ta","வசனர","dialectic"
"ta","வசபபடம","choosing"
"ta","வசபபர","addresses"
"ta","வசபபலக","professional"
"ta","வசம","vasma"
"ta","வசயக","geographic"
"ta","வசயநகர","vasayaugara"
"ta","வசயம","valiyama"
"ta","வசயயககக","comia"
"ta","வசயழ","inspace"
"ta","வசர","desist"
"ta","வசரகக","activocation"
"ta","வசரணகக","convenient"
"ta","வசலகக","articetia"
"ta","வசவசம","vehicles"
"ta","வசவநதர","checkmarkom tenomiferous"
"ta","வசவமததரர","collocate"
"ta","வசஷ","vazines"
"ta","வஜயகமர","wajen"
"ta","வஜயநகர","vajya"
"ta","வஜயநகரம","vajyaanagaram"
"ta","வஜயபக","wajhya"
"ta","வஜயம","vajya"
"ta","வஜயலடசம","wajyaladasama"
"ta","வஜயவட","wajya"
"ta","வஞஞனம","decennes"
"ta","வடக","vataka"
"ta","வடகக","cable"
"ta","வடககக","north"
"ta","வடககம","northagama"
"ta","வடககயளரகளகக","northwala"
"ta","வடககலம","northungagalama"
"ta","வடகம","northwara"
"ta","வடகர","north"
"ta","வடகளக","north areas"
"ta","வடகளகக","fact cable"
"ta","வடகளம","horamary"
"ta","வடகளயம","northawalaya"
"ta","வடகளலம","north province"
"ta","வடகழகக","cable"
"ta","வடஙகளலம","northunths"
"ta","வடடக","pediatric"
"ta","வடடகக","chamber cable"
"ta","வடடககளளம","traveledric"
"ta","வடடஙகளக","widging"
"ta","வடடஙகளம","north houses"
"ta","வடடஙகளயம","dialed"
"ta","வடடதக","diastark"
"ta","வடடதகவம","drag"
"ta","வடடததகக","cablegram"
"ta","வடடததறக","conductor"
"ta","வடடபபடம","dried cable"
"ta","வடடம","cable"
"ta","வடடமக","diamonds"
"ta","வடடமகம","vadamamamama"
"ta","வடடமம","diastol"
"ta","வடடயடம","dried game"
"ta","வடடயம","dissimidative"
"ta","வடடரம","dissidental"
"ta","வடடறக","circulatory system"
"ta","வடடலம","dried crew"
"ta","வடதகளம","cable north"
"ta","வடதலக","cablehold"
"ta","வடதலகக","northern slagorry"
"ta","வடதலககக","cable slag slag slag"
"ta","வடநலம","northenna"
"ta","வடபபடம","norpapattama"
"ta","வடபளரக","northern"
"ta","வடபளரகவம","northalawa"
"ta","வடம","vatama"
"ta","வடமறக","northwest"
"ta","வடமறகக","north hobby"
"ta","வடமழ","cable set"
"ta","வடயஙகளக","wednesday"
"ta","வடயம","widdle time"
"ta","வடலம","varypai"
"ta","வடவக","cable north"
"ta","வடவகக","cable pool"
"ta","வடவககம","northawagam"
"ta","வடவஙகளக","boroguail"
"ta","வடவஙகளகக","north bankruptcy"
"ta","வடவஙகளம","whostile"
"ta","வடவஙகளயம","boriasis"
"ta","வடவஙகளலம","borallograph"
"ta","வடவணடம","cable northern"
"ta","வடவததக","cable nava"
"ta","வடவததயம","cable cell"
"ta","வடவததறக","cable cadpet"
"ta","வடவததலம","cable charged"
"ta","வடவம","cable board"
"ta","வடவமக","northwoman"
"ta","வடவமகக","cable grade"
"ta","வடவமககம","cablegamakam"
"ta","வடவமகம","cable standing"
"ta","வடவமபபக","northapola"
"ta","வடவமம","cable"
"ta","வடவலம","northwawe"
"ta","வணக","worship"
"ta","வணகக","whine"
"ta","வணககம","kenic"
"ta","வணகபலசவம","kagapalalassura"
"ta","வணகம","whine"
"ta","வணகர","worship"
"ta","வணகரகளம","antioxidant"
"ta","வணகரதயக","anteloperatria"
"ta","வணகலக","proscriptione"
"ta","வணகலம","karagalama"
"ta","வணஙக","worship"
"ta","வணஙககனறனர","affordable"
"ta","வணஙகனர","wormwarera"
"ta","வணஙகபபடம","worshiper"
"ta","வணஙகம","soring"
"ta","வணடக","worship"
"ta","வணடகளகக","antenna"
"ta","வணடகளககணஙக","antenna"
"ta","வணடனர","antenatal"
"ta","வணடம","worship"
"ta","வணடமனறம","worstman"
"ta","வணடமனலம","worshipmanalam"
"ta","வணடயதக","worship"
"ta","வணடயம","antodoyama"
"ta","வணடயர","humerera"
"ta","வணடயரககம","worrageeragama"
"ta","வணடர","worst"
"ta","வணணக","plain"
"ta","வணணகக","commonreatment"
"ta","வணணநதர","coaradic"
"ta","வணணபபகக","calenicate"
"ta","வணணபபம","koluthaapopam"
"ta","வணணம","rhetoric"
"ta","வணணர","worhle"
"ta","வணபம","worship"
"ta","வணம","worme"
"ta","வணவக","saline"
"ta","வணவம","calm"
"ta","வணவளக","wormoil"
"ta","வணவளகக","voicerbody"
"ta","வதக","rulkey"
"ta","வதகக","rung"
"ta","வதககபபடம","vadagakapapathadama"
"ta","வதககம","vadagagama"
"ta","வதகம","vadagama"
"ta","வதகளக","rumor"
"ta","வதகளகக","rumor"
"ta","வதகளம","vadagalam"
"ta","வதகளயம","vadakasulam"
"ta","வதடகனறனர","rhythm"
"ta","வதடகறர","watership"
"ta","வதடடர","vigilateral"
"ta","வதடனர","diatender"
"ta","வததக","gentle"
"ta","வதததக","chancery"
"ta","வதததர","charitable"
"ta","வதததலம","vadathalama"
"ta","வததனர","giants"
"ta","வததம","vadama"
"ta","வததயக","church"
"ta","வததயசம","wattenasama"
"ta","வததயசமக","watty"
"ta","வததயம","vatathoyama"
"ta","வததயர","charitable"
"ta","வததயலயம","chinathayalayama"
"ta","வததர","wad"
"ta","வததரகக","giange"
"ta","வததரககம","chathakagama"
"ta","வததரககறர","giangai"
"ta","வததரநதனர","chancery"
"ta","வததரநதர","charitable"
"ta","வததரபபர","vatarapara"
"ta","வததளளனர","rumorors"
"ta","வததளளர","rumathorora"
"ta","வததவர","rush"
"ta","வதநதம","dynasty"
"ta","வதம","vatama"
"ta","வதமக","watum"
"ta","வதமகக","vimagama"
"ta","வதமகவம","vadagava"
"ta","வதமம","wadamama"
"ta","வதயக","waste"
"ta","வதயகம","vaticagama"
"ta","வதயசகர","vassy"
"ta","வதயம","vasia"
"ta","வதயயலளர","chapel"
"ta","வதரணயம","violence"
"ta","வதவலகக","coastal"
"ta","வதவலககக","charavakkama"
"ta","வநதடநதர","adjatum average"
"ta","வநதடயம","dramatic"
"ta","வநததக","diagnostic"
"ta","வநததகக","acknowledgogue"
"ta","வநததகம","acadragama"
"ta","வநததகவம","acadravama"
"ta","வநததம","acadrama"
"ta","வநதனர","inanana"
"ta","வநதம","drastic"
"ta","வநதர","width"
"ta","வநதரக","reprieve"
"ta","வநதரகக","adventure"
"ta","வநதரககம","drumagama"
"ta","வநதரககலம","dramagalama"
"ta","வநதரநதனர","vengamalanathananathanalana"
"ta","வநதரநதர","vidamalana"
"ta","வநதலம","acadalaama"
"ta","வநதளளனர","enrichous"
"ta","வநதளளர","spatial"
"ta","வநதவடம","acadavadama"
"ta","வநதவர","minnum"
"ta","வநநர","survivors"
"ta","வநயக","coma"
"ta","வநயகம","vicagama"
"ta","வநயகர","vice"
"ta","வநயகரம","viceagrama"
"ta","வனக","ran"
"ta","வனகக","rush"
"ta","வனகணக","wildfire"
"ta","வனகளகக","venestic"
"ta","வனகவர","ran"
"ta","வனடகக","sanitary"
"ta","வனடயம","vanuatiya"
"ta","வனததர","vandatara"
"ta","வனனயர","january"
"ta","வனபரயம","vanalaya"
"ta","வனம","vanity"
"ta","வனமறகக","virtue"
"ta","வனயக","vanity"
"ta","வனயகக","vanity"
"ta","வனயககயக","vanicam"
"ta","வனயகம","vanamayagama"
"ta","வனயறபயலளர","hard drive"
"ta","வனயலலம","vanayalalara"
"ta","வனயலளர","inviolation"
"ta","வனயலளரம","foryayalamama"
"ta","வனர","rule"
"ta","வனறனர","hardware"
"ta","வனறர","hardware"
"ta","வனறளளர","rainstorm"
"ta","வனறவர","hardly"
"ta","வனலக","sector"
"ta","வனலயலம","vanalayaalama"
"ta","வனவக","wildlife"
"ta","வனவனர","vanawardena"
"ta","வனவலஙக","hard wing"
"ta","வனவழ","vanacious"
"ta","வபபக","vapor"
"ta","வபபததக","vapata"
"ta","வபபததலமகம","vapathathalaamama"
"ta","வபபதறக","vapatturge"
"ta","வபபதறகக","vauppatory"
"ta","வபபநலகக","value"
"ta","வபபநலயக","vapagic"
"ta","வபபநலயம","vapophiamia"
"ta","வபபநலயலம","vapana"
"ta","வபபம","vapma"
"ta","வபபமம","vapamama"
"ta","வபபர","vapor"
"ta","வபர","wall"
"ta","வபரம","wafarama"
"ta","வமசததனர","vidyadathathathanarian"
"ta","வமசனம","vammasanama"
"ta","வமசம","vanasama"
"ta","வமனக","hardware"
"ta","வமனநலயம","vaticania"
"ta","வமனம","vammanama"
"ta","வமபககம","vammapagama"
"ta","வமபயர","vammapura"
"ta","வமரசகர","sphere"
"ta","வமரசததர","spherential school"
"ta","வமரசனஙகளயம","hardenangaya"
"ta","வமரசனம","vanasanama"
"ta","வமரசயக","sphere"
"ta","வயக","arson"
"ta","வயகக","language"
"ta","வயககததகக","livium"
"ta","வயகம","vidyam"
"ta","வயசர","wireless"
"ta","வயஜர","viagra"
"ta","வயடநம","wildnomus"
"ta","வயதக","age"
"ta","வயதகக","adult"
"ta","வயதககடபடடர","aging"
"ta","வயதகம","age"
"ta","வயததக","aged"
"ta","வயதறக","age"
"ta","வயதறகம","age"
"ta","வயநததக","regional"
"ta","வயநததகம","guianathataagama"
"ta","வயநதவர","belouness"
"ta","வயபபக","vanquacious"
"ta","வயபபடடக","guyapatic filter"
"ta","வயபபம","viagra"
"ta","வயபர","odd"
"ta","வயபரம","viagra"
"ta","வயம","older"
"ta","வயமழ","age"
"ta","வயர","wayne"
"ta","வயறறபபகக","apostate"
"ta","வயலக","eligue"
"ta","வயலகக","violent"
"ta","வயலகவம","violent"
"ta","வயலம","sallam"
"ta","வயலர","violet"
"ta","வயழககழம","age of adolescence"
"ta","வயவக","elegance"
"ta","வயவழ","apex"
"ta","வரக","array"
"ta","வரகக","gate"
"ta","வரககக","exchange band"
"ta","வரககம","viol"
"ta","வரகசர","vocair"
"ta","வரகதர","voterated"
"ta","வரகனறனர","group monetary"
"ta","வரகனறர","arrowary"
"ta","வரகர","vocarious"
"ta","வரகறம","exchange"
"ta","வரகறர","arrangement"
"ta","வரகளக","joquo"
"ta","வரகளகக","gate"
"ta","வரஙகளகக","regocal"
"ta","வரசக","chosen"
"ta","வரசகக","chosna"
"ta","வரசசக","men"
"ta","வரசம","derived"
"ta","வரசயக","mobility"
"ta","வரசயககம","vasayagagama"
"ta","வரசயலம","vanalalama"
"ta","வரடகளம","lineup"
"ta","வரடஙகளக","line community"
"ta","வரடஙகளகக","vandanagala"
"ta","வரடசம","line"
"ta","வரடததறக","domicile"
"ta","வரடநதர","veon"
"ta","வரடநதறம","arrival"
"ta","வரடம","dry"
"ta","வரடமம","diagoric"
"ta","வரணம","varama"
"ta","வரதக","linad"
"ta","வரதகக","graphic horse"
"ta","வரதகம","varadagama"
"ta","வரதகளகக","geodegaya"
"ta","வரதகளம","charadagala"
"ta","வரதகளயம","geodegaya"
"ta","வரததக","billy match"
"ta","வரததகக","balling"
"ta","வரததகம","grading"
"ta","வரததசசலம","kadabane"
"ta","வரததசலம","celled tongue"
"ta","வரததம","chromatic"
"ta","வரததயம","chromatic"
"ta","வரததறக","cells"
"ta","வரதநகர","kadangary"
"ta","வரதனயம","earned"
"ta","வரதம","linade"
"ta","வரதயம","chromaticemia"
"ta","வரதர","bringing"
"ta","வரநதனர","invent"
"ta","வரநதனரக","invalidarian"
"ta","வரநதம","vehicle"
"ta","வரநதர","ver 5"
"ta","வரநதளளர","invocatory house"
"ta","வரனக","grouping"
"ta","வரனர","jurana"
"ta","வரபடம","arrival"
"ta","வரபததரர","maxillary"
"ta","வரபபடம","arrapappart"
"ta","வரபபததறக","arrival"
"ta","வரபபம","arranged"
"ta","வரபபர","arrival"
"ta","வரபவர","vessator"
"ta","வரம","tax"
"ta","வரமனம","guamanama"
"ta","வரமபக","taxpox"
"ta","வரமபகனறனர","guim gapper"
"ta","வரமபகறர","line"
"ta","வரமபததகக","line huge"
"ta","வரமபனர","gunel floor"
"ta","வரமபபபடம","guidelappate"
"ta","வரமபம","guamphama"
"ta","வரமபவதக","voyavalai"
"ta","வரமபவர","vowel"
"ta","வரமம","invisible"
"ta","வரமமனவர","lineman"
"ta","வரமவர","upset"
"ta","வரயக","visual"
"ta","வரயபபடம","arrayapartion"
"ta","வரயம","invalid"
"ta","வரயர","chronic"
"ta","வரயறகக","graphics"
"ta","வரயறககபபடம","voyallagakapapattama"
"ta","வரயறககம","graphicagagama"
"ta","வரயறககலம","voyalagagalama"
"ta","வரயலம","varalama"
"ta","வரர","grateful"
"ta","வரரக","ran"
"ta","வரரகக","graphical"
"ta","வரரகளக","circulatory"
"ta","வரரகளகக","income collector"
"ta","வரரகளம","jet system"
"ta","வரரகளயம","jet tax"
"ta","வரரகவம","circaricoma"
"ta","வரரம","line marries"
"ta","வரரவர","junction"
"ta","வரலம","lyrics"
"ta","வரலறக","lyrics"
"ta","வரலறம","lyrics"
"ta","வரலறறக","line"
"ta","வரலறறகக","line-up"
"ta","வரலறறசரயர","vanology"
"ta","வரலறறயம","lyricist"
"ta","வரலறறலம","lyricane"
"ta","வரலறறளர","diariculation"
"ta","வரவக","array"
"ta","வரவகக","line thread"
"ta","வரவககனர","guest"
"ta","வரவககம","viravagama"
"ta","வரவகவம","guy"
"ta","வரவடயம","guidae"
"ta","வரவடவம","guidelia"
"ta","வரவணடம","carrier"
"ta","வரவதக","graphock"
"ta","வரவதகம","varavathagama"
"ta","வரவதகவம","arrowed"
"ta","வரவதம","carrier"
"ta","வரவதறக","intro"
"ta","வரவதறகக","graphic"
"ta","வரவபடததனர","impregnarian"
"ta","வரவம","viama"
"ta","வரவயக","array"
"ta","வரவர","up"
"ta","வரவரககம","rhambanagagama"
"ta","வரவரயளர","epidemyrical"
"ta","வரவரயளரக","epistural"
"ta","வரவரயளரகவம","epistlever temple"
"ta","வரவலககணம","graphicioma"
"ta","வறக","hover"
"ta","வறகக","roof"
"ta","வறகபபடம","roamappadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadatadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadattattattattai-"
"ta","வறகம","dry"
"ta","வறகவம","dry tongs"
"ta","வறபடகளக","dry collection"
"ta","வறபடகளம","aridawala"
"ta","வறபடடக","dry packet"
"ta","வறபடடதகம","dry fragmented"
"ta","வறபடததக","angular mat"
"ta","வறபடம","dry framed"
"ta","வறபடலம","ariddeak"
"ta","வறபனகக","drastic rock"
"ta","வறபனககக","drastic collection"
"ta","வறபனயகம","dry manicure"
"ta","வறபனயளர","drastic acid"
"ta","வறபறததனர","angular work"
"ta","வறம","affect"
"ta","வறர","grilly"
"ta","வறரவர","pitch"
"ta","வறறக","drift"
"ta","வறறகக","drift"
"ta","வறறகரமக","dryer"
"ta","வறறடம","grooved"
"ta","வறறபபடமக","ground"
"ta","வறறபபறறர","grenade"
"ta","வறறபறறர","drenchless"
"ta","வறறம","aristol"
"ta","வறறயக","archaeus"
"ta","வறறயம","drying"
"ta","வறறயளர","discipline"
"ta","வறறர","arid"
"ta","வறறரககம","drenchagama"
"ta","வலக","component"
"ta","வலகக","prosperity"
"ta","வலககக","capague"
"ta","வலககடடயமக","valgaragama"
"ta","வலககம","valagagama"
"ta","வலகனர","volgagara"
"ta","வலகம","vanquama"
"ta","வலகமம","valagamama"
"ta","வலகர","vaunagara"
"ta","வலகளகக","engraving"
"ta","வலகளம","valet"
"ta","வலகளயம","vanquelopment"
"ta","வலஙக","wall"
"ta","வலஙகக","walking"
"ta","வலஙககம","vouchankagama"
"ta","வலஙககளக","wailback"
"ta","வலஙககளகக","japanware"
"ta","வலஙககளககம","vilaankagalakagama"
"ta","வலஙககளம","waiwaiwagala"
"ta","வலஙககளயம","wailongquadia"
"ta","வலஙககளலம","vilaankagalaulama"
"ta","வலசம","vain"
"ta","வலஜ","wall"
"ta","வலடடர","politic"
"ta","வலடர","hoid"
"ta","வலதக","bench"
"ta","வலதசர","righteous"
"ta","வலததளம","calibrate"
"ta","வலநறததம","alphabetical"
"ta","வலபபககம","valapagama"
"ta","வலபபறம","vanophead"
"ta","வலபர","helm"
"ta","வலம","lot"
"ta","வலமக","seal"
"ta","வலமபர","pain"
"ta","வலமயக","hypopyromenia"
"ta","வலமயம","echooparama"
"ta","வலமயயம","validaramic"
"ta","வலயக","annoy"
"ta","வலயகம","voligama"
"ta","வலயதம","hoidama"
"ta","வலயம","viola"
"ta","வலயயம","hoylinaere"
"ta","வலயறததனர","valetentarian"
"ta","வலயறததம","hoaristic table"
"ta","வலர","principal"
"ta","வலலநர","cable force"
"ta","வலலனக","keywear"
"ta","வலலனம","helalonal"
"ta","வலலனர","valennial"
"ta","வலலபரம","vallapparama"
"ta","வலலம","wailalam"
"ta","வலலயம","wallaleyam"
"ta","வலலர","mainstream"
"ta","வலலவர","history"
"ta","வலவக","divine"
"ta","வலவம","achalus"
"ta","வலவயபபனம","valapyapalamama"
"ta","வலஷ","wool"
"ta","வளக","air"
"ta","வளகக","circuit nut"
"ta","வளககக","circuit secret"
"ta","வளகககறர","circles"
"ta","வளககஙகளம","circula"
"ta","வளககனர","circuit race"
"ta","வளககபபடம","electric speech"
"ta","வளககம","circulating"
"ta","வளககமக","airmight"
"ta","வளககமம","circulator"
"ta","வளககயளளர","airplane"
"ta","வளககலம","ghosturbaloid"
"ta","வளககவதறக","air histor"
"ta","வளககவம","electric ar"
"ta","வளககவர","air force"
"ta","வளகம","aerial"
"ta","வளஙக","systemic"
"ta","வளஙகக","operating system"
"ta","வளஙககனறர","academic"
"ta","வளஙககறர","academic"
"ta","வளஙகனர","acouser"
"ta","வளஙகம","instrict"
"ta","வளஙகயவர","instruments"
"ta","வளஙகளக","computer program"
"ta","வளஙகளயம","aceases"
"ta","வளசசம","aircraft"
"ta","வளசசர","airwise"
"ta","வளடமர","mass manner"
"ta","வளணம","chemomorphic"
"ta","வளணமக","prosperous"
"ta","வளணமகக","growth"
"ta","வளததக","factory"
"ta","வளததகளம","gas cell"
"ta","வளநடகளகக","air bookware"
"ta","வளநடகளலம","cephalamatic"
"ta","வளநடடக","ground filter"
"ta","வளனர","hardware"
"ta","வளபபடக","air map"
"ta","வளபபடததக","aerosogamete"
"ta","வளபபடததனர","achromatic"
"ta","வளபபடததம","aerosapadata"
"ta","வளபபடம","airwise"
"ta","வளபபடயக","air-map"
"ta","வளபபடயகக","aerial cable"
"ta","வளபபறம","aeroplastistic motion"
"ta","வளபபறமக","glory"
"ta","வளபரளக","aerosphere"
"ta","வளம","prosperous"
"ta","வளமக","spurious"
"ta","வளமகக","gross"
"ta","வளமணடலம","aeramaodalara"
"ta","வளமபர","aerospace empire"
"ta","வளமபரம","aerospace empire"
"ta","வளமம","aerary"
