uk_cue,uk_target,type,cue_type,target_type,uk_cosine,still_over_threshold
концукція,лісна,nonword,nonword,nonword,,FALSE
підголовий,віддоза,nonword,nonword,nonword,,FALSE
чаруа,облалоувати,nonword,nonword,nonword,,FALSE
вічка,знаменитки,nonword,nonword,nonword,,FALSE
кио,майать,nonword,nonword,nonword,,FALSE
усвідратувати,енервая,nonword,nonword,nonword,,FALSE
муляти,обвинуінчення,nonword,nonword,nonword,,FALSE
конкуррація,повідіслати,nonword,nonword,nonword,,FALSE
здравсрбуйте,приліє,nonword,nonword,nonword,,FALSE
довгть,колинебїль,nonword,nonword,nonword,,FALSE
втжній,дрсуба,nonword,nonword,nonword,,FALSE
небоаха,мокзал,nonword,nonword,nonword,,FALSE
відглянь,допомонт,nonword,nonword,nonword,,FALSE
мільовн,збсюжений,nonword,nonword,nonword,,FALSE
бдібла,хвєдина,nonword,nonword,nonword,,FALSE
езва,роззвести,nonword,nonword,nonword,,FALSE
анардся,туємль,nonword,nonword,nonword,,FALSE
міраць,свгло,nonword,nonword,nonword,,FALSE
аматормікий,марп,nonword,nonword,nonword,,FALSE
династоз,інструмеси,nonword,nonword,nonword,,FALSE
мллучний,їxязниця,nonword,nonword,nonword,,FALSE
значем,одавати,nonword,nonword,nonword,,FALSE
згло,доабр,nonword,nonword,nonword,,FALSE
хужежник,здіспективний,nonword,nonword,nonword,,FALSE
дупивка,алега,nonword,nonword,nonword,,FALSE
скуднка,навпнення,nonword,nonword,nonword,,FALSE
вироджяти,біолягає,nonword,nonword,nonword,,FALSE
одяльний,матеманька,nonword,nonword,nonword,,FALSE
компанди,кюр,nonword,nonword,nonword,,FALSE
виставать,партой,nonword,nonword,nonword,,FALSE
нерозвонил,арaют,nonword,nonword,nonword,,FALSE
поротрій,преро,nonword,nonword,nonword,,FALSE
пркрес,галаарика,nonword,nonword,nonword,,FALSE
планлла,потрожа,nonword,nonword,nonword,,FALSE
побідка,сизвал,nonword,nonword,nonword,,FALSE
стебетний,итати,nonword,nonword,nonword,,FALSE
охороноль,станкая,nonword,nonword,nonword,,FALSE
довішо,воey,nonword,nonword,nonword,,FALSE
поєда,мурайоа,nonword,nonword,nonword,,FALSE
рятік,пимати,nonword,nonword,nonword,,FALSE
божевісия,виймають,nonword,nonword,nonword,,FALSE
висновці,гел,nonword,nonword,nonword,,FALSE
приєіший,можлчність,nonword,nonword,nonword,,FALSE
артеушкт,демократьт,nonword,nonword,nonword,,FALSE
викидково,великодання,nonword,nonword,nonword,,FALSE
кілобрано,сисливий,nonword,nonword,nonword,,FALSE
знамбритість,ппивця,nonword,nonword,nonword,,FALSE
рокро,підказувати,nonword,nonword,nonword,,FALSE
завантодувати,травніє,nonword,nonword,nonword,,FALSE
яощ,пласшок,nonword,nonword,nonword,,FALSE
обстклення,остатья,nonword,nonword,nonword,,FALSE
володцер,патрадь,nonword,nonword,nonword,,FALSE
гнаддо,зовновній,nonword,nonword,nonword,,FALSE
желава,кріда,nonword,nonword,nonword,,FALSE
цигілля,таавниця,nonword,nonword,nonword,,FALSE
господчая,ігращиа,nonword,nonword,nonword,,FALSE
фіечка,зазволяй,nonword,nonword,nonword,,FALSE
проднем,жщропорт,nonword,nonword,nonword,,FALSE
здртовий,губирати,nonword,nonword,nonword,,FALSE
адм,сумео,nonword,nonword,nonword,,FALSE
ціравляти,ьор,nonword,nonword,nonword,,FALSE
колеур,знрт,nonword,nonword,nonword,,FALSE
ботоа,абсуахний,nonword,nonword,nonword,,FALSE
азня,циоу,nonword,nonword,nonword,,FALSE
чиажаючий,риболоайя,nonword,nonword,nonword,,FALSE
занепокоійня,вичинання,nonword,nonword,nonword,,FALSE
гопас,шуреса,nonword,nonword,nonword,,FALSE
вільку,викарця,nonword,nonword,nonword,,FALSE
тіво,індивіслальний,nonword,nonword,nonword,,FALSE
суіший,фреба,nonword,nonword,nonword,,FALSE
щороя,неприємств,nonword,nonword,nonword,,FALSE
янт,скроблий,nonword,nonword,nonword,,FALSE
протомт,яскримий,nonword,nonword,nonword,,FALSE
виставать,зікаа,nonword,nonword,nonword,,FALSE
опхтувати,шаечайство,nonword,nonword,nonword,,FALSE
брімо,назаскди,nonword,nonword,nonword,,FALSE
саерігати,якубть,nonword,nonword,nonword,,FALSE
алкорт,рдередині,nonword,nonword,nonword,,FALSE
вііті,віздоровий,nonword,nonword,nonword,,FALSE
наклама,оюаду,nonword,nonword,nonword,,FALSE
семімир,перитнтр,nonword,nonword,nonword,,FALSE
темропа,цереплальний,nonword,nonword,nonword,,FALSE
смерск,втікll,nonword,nonword,nonword,,FALSE
гарашкія,ввлантичний,nonword,nonword,nonword,,FALSE
прибутіш,ерія,nonword,nonword,nonword,,FALSE
мужнїеть,уиах,nonword,nonword,nonword,,FALSE
єра,запапіятати,nonword,nonword,nonword,,FALSE
біднойть,глявий,nonword,nonword,nonword,,FALSE
наодний,божествеприй,nonword,nonword,nonword,,FALSE
кокашт,неітовий,nonword,nonword,nonword,,FALSE
заліiй,шмочок,nonword,nonword,nonword,,FALSE
бррг,деодвий,nonword,nonword,nonword,,FALSE
чиаження,молофбй,nonword,nonword,nonword,,FALSE
превювати,каска,nonword,nonword,nonword,,FALSE
сологіий,храйпер,nonword,nonword,nonword,,FALSE
затьра,фоторвав,nonword,nonword,nonword,,FALSE
хллечики,острос,nonword,nonword,nonword,,FALSE
рисуький,продin,nonword,nonword,nonword,,FALSE
нисский,маждетинг,nonword,nonword,nonword,,FALSE
люлена,артеття,nonword,nonword,nonword,,FALSE
вицучий,вулиін,nonword,nonword,nonword,,FALSE
повікея,зізначити,nonword,nonword,nonword,,FALSE
півмінних,мертатй,nonword,nonword,nonword,,FALSE
інозрумент,адра,nonword,nonword,nonword,,FALSE
секривар,торговщиь,nonword,nonword,nonword,,FALSE
контрозі,псхнологія,nonword,nonword,nonword,,FALSE
секривати,усло,nonword,nonword,nonword,,FALSE
споставляется,опла,nonword,nonword,nonword,,FALSE
релка,дісло,nonword,nonword,nonword,,FALSE
лесбюлський,сткуп,nonword,nonword,nonword,,FALSE
конфліск,кіадник,nonword,nonword,nonword,,FALSE
устяшка,отнок,nonword,nonword,nonword,,FALSE
яро,изба,nonword,nonword,nonword,,FALSE
колеут,люсив,nonword,nonword,nonword,,FALSE
грop,розвойовувати,nonword,nonword,nonword,,FALSE
оклег,файтльний,nonword,nonword,nonword,,FALSE
магірут,жорсючий,nonword,nonword,nonword,,FALSE
анзил,бейссел,nonword,nonword,nonword,,FALSE
мотак,пiерний,nonword,nonword,nonword,,FALSE
замиміння,хлопадк,nonword,nonword,nonword,,FALSE
зекаетрус,пропнтувати,nonword,nonword,nonword,,FALSE
едати,даружений,nonword,nonword,nonword,,FALSE
зранка,футиціональний,nonword,nonword,nonword,,FALSE
рииральний,протнемо,nonword,nonword,nonword,,FALSE
поєддайте,іншочка,nonword,nonword,nonword,,FALSE
маoга,свлючення,nonword,nonword,nonword,,FALSE
спрольвати,іналекція,nonword,nonword,nonword,,FALSE
кульшора,несподамано,nonword,nonword,nonword,,FALSE
баґен,покуний,nonword,nonword,nonword,,FALSE
тестка,досконпpий,nonword,nonword,nonword,,FALSE
семімир,галаургер,nonword,nonword,nonword,,FALSE
відмістити,таерер,nonword,nonword,nonword,,FALSE
сенe,тустувати,nonword,nonword,nonword,,FALSE
коллсія,відстерігаються,nonword,nonword,nonword,,FALSE
донк,нокдром,nonword,nonword,nonword,,FALSE
коезра,кредім,nonword,nonword,nonword,,FALSE
гоойд,нсковина,nonword,nonword,nonword,,FALSE
тераз,пріванка,nonword,nonword,nonword,,FALSE
повільку,ракенсий,nonword,nonword,nonword,,FALSE
тїлом,налирода,nonword,nonword,nonword,,FALSE
шпигод,використійно,nonword,nonword,nonword,,FALSE
відати,кадеа,nonword,nonword,nonword,,FALSE
порц,інфомнатор,nonword,nonword,nonword,,FALSE
космонзіт,рялавник,nonword,nonword,nonword,,FALSE
кококс,творвусть,nonword,nonword,nonword,,FALSE
звльний,фржний,nonword,nonword,nonword,,FALSE
недеоролик,церт,nonword,nonword,nonword,,FALSE
вершава,пахи,nonword,nonword,nonword,,FALSE
короавий,супережеа,nonword,nonword,nonword,,FALSE
буля,годаа,nonword,nonword,nonword,,FALSE
портчула,квектира,nonword,nonword,nonword,,FALSE
віакти,сигарезо,nonword,nonword,nonword,,FALSE
безсправний,ванттр,nonword,nonword,nonword,,FALSE
пойно,оцнцювати,nonword,nonword,nonword,,FALSE
потажа,неприветствовать,nonword,nonword,nonword,,FALSE
яропрок,четь,nonword,nonword,nonword,,FALSE
підответственно,товеадо,nonword,nonword,nonword,,FALSE
присукати,розвонит,nonword,nonword,nonword,,FALSE
слніба,сужд,nonword,nonword,nonword,,FALSE
трвсій,консулихувати,nonword,nonword,nonword,,FALSE
міпро,двиглі,nonword,nonword,nonword,,FALSE
слзбий,невіробив,nonword,nonword,nonword,,FALSE
мога,федеенція,nonword,nonword,nonword,,FALSE
повоеят,вивчасно,nonword,nonword,nonword,,FALSE
доробцй,редатор,nonword,nonword,nonword,,FALSE
скчебниця,сятсон,nonword,nonword,nonword,,FALSE
показаде,йоніс,nonword,nonword,nonword,,FALSE
забоденений,неудень,nonword,nonword,nonword,,FALSE
мут,твсвина,nonword,nonword,nonword,,FALSE
льга,виставь,nonword,nonword,nonword,,FALSE
сустільного,назовати,nonword,nonword,nonword,,FALSE
бічннець,реергія,nonword,nonword,nonword,,FALSE
присраність,арагя,nonword,nonword,nonword,,FALSE
чеертельний,защик,nonword,nonword,nonword,,FALSE
нятко,пироти,nonword,nonword,nonword,,FALSE
іальф,eканина,nonword,nonword,nonword,,FALSE
захоплдячий,іpізод,nonword,nonword,nonword,,FALSE
рець,військійий,nonword,nonword,nonword,,FALSE
каткнет,деребя,nonword,nonword,nonword,,FALSE
дефон,структейа,nonword,nonword,nonword,,FALSE
канієра,диявпу,nonword,nonword,nonword,,FALSE
самогурутво,домімент,nonword,nonword,nonword,,FALSE
панзятник,кламіка,nonword,nonword,nonword,,FALSE
віроткдність,смієнт,nonword,nonword,nonword,,FALSE
вдшиний,рдити,nonword,nonword,nonword,,FALSE
зхара,великитепалець,nonword,nonword,nonword,,FALSE
розпри,спрахy,nonword,nonword,nonword,,FALSE
роздому,вічіорок,nonword,nonword,nonword,,FALSE
владання,заоих,nonword,nonword,nonword,,FALSE
туриро,меткльйон,nonword,nonword,nonword,,FALSE
заображення,фабрастичний,nonword,nonword,nonword,,FALSE
бесиця,випата,nonword,nonword,nonword,,FALSE
огерений,збдая,nonword,nonword,nonword,,FALSE
більті,автокас,nonword,nonword,nonword,,FALSE
алкобиль,будійня,nonword,nonword,nonword,,FALSE
вусло,жовтаєь,nonword,nonword,nonword,,FALSE
ковчк,вельм,nonword,nonword,nonword,,FALSE
занувоний,спеціаліза,nonword,nonword,nonword,,FALSE
воріти,кородія,nonword,nonword,nonword,,FALSE
шлюпок,комаьна,nonword,nonword,nonword,,FALSE
пунес,сткер,nonword,nonword,nonword,,FALSE
пухляда,бажаєтя,nonword,nonword,nonword,,FALSE
спінародний,диливо,nonword,nonword,nonword,,FALSE
внутрішним,зовний,nonword,nonword,nonword,,FALSE
ісрно,октація,nonword,nonword,nonword,,FALSE
лопарась,забодиняти,nonword,nonword,nonword,,FALSE
добрач,намилио,nonword,nonword,nonword,,FALSE
пірамімо,імпепотор,nonword,nonword,nonword,,FALSE
картвоа,ніоземний,nonword,nonword,nonword,,FALSE
потатунок,заненний,nonword,nonword,nonword,,FALSE
калікл,котиювати,nonword,nonword,nonword,,FALSE
оуз,вещара,nonword,nonword,nonword,,FALSE
крамнинт,четверенй,nonword,nonword,nonword,,FALSE
сучаснов,китинь,nonword,nonword,nonword,,FALSE
зателеикнувати,прававподібний,nonword,nonword,nonword,,FALSE
вітанній,чобари,nonword,nonword,nonword,,FALSE
антум,прбитично,nonword,nonword,nonword,,FALSE
гребьний,гармонок,nonword,nonword,nonword,,FALSE
усерути,близнаий,nonword,nonword,nonword,,FALSE
ноое,обідания,nonword,nonword,nonword,,FALSE
оринтівка,попатик,nonword,nonword,nonword,,FALSE
гоміон,посипець,nonword,nonword,nonword,,FALSE
балапа,моніжкр,nonword,nonword,nonword,,FALSE
увума,чотва,nonword,nonword,nonword,,FALSE
сной,занінено,nonword,nonword,nonword,,FALSE
кс,неапля,nonword,nonword,nonword,,FALSE
виропоик,люирати,nonword,nonword,nonword,,FALSE
тайт,ннма,nonword,nonword,nonword,,FALSE
гоховати,усн,nonword,nonword,nonword,,FALSE
друшати,нуткта,nonword,nonword,nonword,,FALSE
оркетер,няк,nonword,nonword,nonword,,FALSE
постаєш,видакати,nonword,nonword,nonword,,FALSE
кавалеття,хірунзія,nonword,nonword,nonword,,FALSE
ввціливий,вівестор,nonword,nonword,nonword,,FALSE
жима,лишінь,nonword,nonword,nonword,,FALSE
анонвкний,реліоран,nonword,nonword,nonword,,FALSE
червтрий,діяльницть,nonword,nonword,nonword,,FALSE
посовиство,інтуарія,nonword,nonword,nonword,,FALSE
просує,гайдж,nonword,nonword,nonword,,FALSE
алтепний,іннюмний,nonword,nonword,nonword,,FALSE
підвиток,вислуглювати,nonword,nonword,nonword,,FALSE
відрвався,уримувати,nonword,nonword,nonword,,FALSE
активний,палуба,unrelated,word,word,0.0479137786691684,FALSE
фірма,шланг,unrelated,word,word,0.146873516978045,FALSE
бджола,видалити,unrelated,word,word,0.126967303608037,FALSE
будинок,хірургія,unrelated,word,word,0.147589688525575,FALSE
ручний,жарт,unrelated,word,word,0.14991993964018,FALSE
легіон,крутити,unrelated,word,word,0.0272149977251611,FALSE
кавалерія,акцент,unrelated,word,word,0.0319975342302816,FALSE
наємник,пісок,unrelated,word,word,0,FALSE
душ,провал,unrelated,word,word,0.120080093113906,FALSE
полк,сидіти,unrelated,word,word,0.0939455331193538,FALSE
арена,навчати,unrelated,word,word,0.0645413414822292,FALSE
мільйон,качка,unrelated,word,word,0.091724921502364,FALSE
мед,розраховувати,unrelated,word,word,0.117644146499161,FALSE
здравствуйте,машина,unrelated,word,word,0.146177392627421,FALSE
рахувати,куля,unrelated,word,word,0.120109744600977,FALSE
миля,викуп,unrelated,word,word,0.0677997322767451,FALSE
ритуальний,мама,unrelated,word,word,0.125278603536248,FALSE
таблиця,концерт,unrelated,word,word,0.10843723864079,FALSE
слідувати,цирк,unrelated,word,word,0.0599654644791379,FALSE
хліб,виграти,unrelated,word,word,0.129073086793211,FALSE
католицький,пропонувати,unrelated,word,word,0.138079777913593,FALSE
дим,можливість,unrelated,word,word,0.0494035696944986,FALSE
зоопарк,ставлення,unrelated,word,word,0.0280819650929541,FALSE
культура,нервовий,unrelated,word,word,0.136375190926311,FALSE
замкнений,артилерія,unrelated,word,word,0.148255875957966,FALSE
ром,далеко,unrelated,word,word,-0.00427282175490363,FALSE
навігація,королівство,unrelated,word,word,0.106043333406272,FALSE
расист,продуктивність,unrelated,word,word,0.0861522880161862,FALSE
абсолютно,грабувати,unrelated,word,word,0.114036607831557,FALSE
програмне забезпечення,голодний,unrelated,word,word,0,FALSE
підтвердження,професійний,unrelated,word,word,0.104262743776655,FALSE
завжди,комп'ютер,unrelated,word,word,0,FALSE
закон,дитинство,unrelated,word,word,0.112932619042712,FALSE
містити,президент,unrelated,word,word,0.0893243799595011,FALSE
сиріт,причина,unrelated,word,word,0.148425473999543,FALSE
уява,флот,unrelated,word,word,0.120911165636295,FALSE
монстр,каплиця,unrelated,word,word,0.130532913476042,FALSE
зло,сніданок,unrelated,word,word,0.0983645855317896,FALSE
боронити,структура,unrelated,word,word,0.146573276360567,FALSE
концепція,паспорт,unrelated,word,word,0.0747089583771946,FALSE
протест,вижити,unrelated,word,word,0.145601770105071,FALSE
виробник,північний,unrelated,word,word,0.0618495893851708,FALSE
відставка,оновити,unrelated,word,word,0.13523497490785,FALSE
переривати,синяк,unrelated,word,word,0.0752464059911549,FALSE
бог,бізнес,unrelated,word,word,0.0379663298896498,FALSE
пасажирський,звук,unrelated,word,word,0.108357562366911,FALSE
зола,привітати,unrelated,word,word,0.0782675659400061,FALSE
корисний,леді,unrelated,word,word,0.0926668466437001,FALSE
кампанія,коньяк,unrelated,word,word,-0.0113101785659008,FALSE
модний,записування,unrelated,word,word,0.100901419595907,FALSE
танк,позбавлення волі,unrelated,word,word,0,FALSE
обладнання,чесний,unrelated,word,word,0.129043560679505,FALSE
спостереження,престол,unrelated,word,word,0.119612434919038,FALSE
недооцінювати,мікрофон,unrelated,word,word,0.123777815042012,FALSE
галерея,ліки,unrelated,word,word,0.0447667701778954,FALSE
чекати,психологічний,unrelated,word,word,0.102565688706674,FALSE
надія,синій,unrelated,word,word,0.144131363979308,FALSE
колонія,гей,unrelated,word,word,0.0904661248112335,FALSE
карнавал,гідний,unrelated,word,word,0.146936674062265,FALSE
пошук,масло,unrelated,word,word,0.126891660564237,FALSE
дна,скандал,unrelated,word,word,0.1259821034616,FALSE
рослина,угоду,unrelated,word,word,0.131190946168139,FALSE
земля,стиль,unrelated,word,word,0.0987842236528835,FALSE
міць,кава,unrelated,word,word,0.0716874874484789,FALSE
природно,мільярд,unrelated,word,word,0.118821169460062,FALSE
хлопчики,монітор,unrelated,word,word,0.0615475874964387,FALSE
палиця,зустрічатися,unrelated,word,word,0.146123382031777,FALSE
тканина,вівторок,unrelated,word,word,0.110606365364068,FALSE
затока,кредит,unrelated,word,word,0.101606032116194,FALSE
шолом,фрукти,unrelated,word,word,0.145189838231945,FALSE
дорога,акт,unrelated,word,word,0.131967107759826,FALSE
насос,допомагати,unrelated,word,word,0.109914455238487,FALSE
вугілля,притулок,unrelated,word,word,0.0783327906167585,FALSE
прибуток,написання,unrelated,word,word,0.13454221123413,FALSE
спадщина,липень,unrelated,word,word,0.0946710348170788,FALSE
захоплюючий,безпосередньо,unrelated,word,word,0.103072021839678,FALSE
інстинкт,школу,unrelated,word,word,0.132429762405287,FALSE
трюк,вказувати,unrelated,word,word,0.104442469457656,FALSE
репортер,плавати,unrelated,word,word,0.137417118257071,FALSE
задоволення,місцевий,unrelated,word,word,0.0622305511132004,FALSE
молочний,свідчення,unrelated,word,word,0.0718835474180582,FALSE
королівський,ціна,unrelated,word,word,0.130096121988378,FALSE
досвід,краватка,unrelated,word,word,0.118900890989676,FALSE
річка,пил,unrelated,word,word,0.107842591032477,FALSE
усмішка,лікування,unrelated,word,word,0.123090229345048,FALSE
член,остаточний,unrelated,word,word,0.144409789613665,FALSE
міф,виставка,unrelated,word,word,0.0868793417562132,FALSE
вірогідність,підготувати,unrelated,word,word,0.14813193915316,FALSE
дракон,відсутність,unrelated,word,word,0.0768370667271757,FALSE
закуска,прототип,unrelated,word,word,0.0683995745283072,FALSE
плейбой,зона,unrelated,word,word,0.128595704566423,FALSE
одиночний,позиція,unrelated,word,word,0.0705918308456759,FALSE
йога,тунель,unrelated,word,word,0.0633335781706589,FALSE
конференція,зловмисник,unrelated,word,word,0.0959308090281084,FALSE
відбиток,переслідувати,unrelated,word,word,0.148176487210881,FALSE
екран,рано,unrelated,word,word,0.141271461807374,FALSE
нервовий,срібло,unrelated,word,word,0.0464664375174492,FALSE
джаз,узбережжі,unrelated,word,word,0.148401306944246,FALSE
еволюція,кузен,unrelated,word,word,0.148604108414733,FALSE
оголений,поразка,unrelated,word,word,0.0968088025750884,FALSE
стурбований,висота,unrelated,word,word,0.0623490654806789,FALSE
атомний,долина,unrelated,word,word,0.128977569975372,FALSE
чітко,актор,unrelated,word,word,0.133623914117412,FALSE
офіційно,вентиляція,unrelated,word,word,0.0819530198157924,FALSE
вугілля,високість,unrelated,word,word,0.0483183408252729,FALSE
часник,зачинено,unrelated,word,word,0.0429314806495553,FALSE
сортувати,програма,unrelated,word,word,0.0913665356455054,FALSE
майно,небесний,unrelated,word,word,0.1209750550583,FALSE
страждання,двигун,unrelated,word,word,0.114637630655544,FALSE
картина,водневий,unrelated,word,word,0.140451401930684,FALSE
космонавт,приходити,unrelated,word,word,0.146998745669673,FALSE
цемент,світ,unrelated,word,word,0.111158732561129,FALSE
чаша,ефект,unrelated,word,word,0.134431750551707,FALSE
політика,гамбургер,unrelated,word,word,0.0836601235506227,FALSE
канцлер,техніка,unrelated,word,word,0.0953865998898829,FALSE
неприємність,сенатор,unrelated,word,word,0.130363463657696,FALSE
завод,ранок,unrelated,word,word,0.110775710207423,FALSE
аматорський,ззаду,unrelated,word,word,0.117765991329876,FALSE
медичний,капелюх,unrelated,word,word,0.13490515219533,FALSE
кількість,йти,unrelated,word,word,0.0941144521243753,FALSE
білка,книга,unrelated,word,word,0.124339329019942,FALSE
забруднення,інвестор,unrelated,word,word,0.121307346151929,FALSE
гнів,орендувати,unrelated,word,word,0.143991131473612,FALSE
зрідка,шматок,unrelated,word,word,0.134454112312039,FALSE
ярмарок,карта,unrelated,word,word,0.0667682798865693,FALSE
крадіжка,десь,unrelated,word,word,0.102550585632363,FALSE
аукціон,теорія,unrelated,word,word,0.0743785481607486,FALSE
радар,обід,unrelated,word,word,0.123583501094084,FALSE
татуювання,мінус,unrelated,word,word,0.0900024156457043,FALSE
купувати,зустріч,unrelated,word,word,0.0954798755380697,FALSE
золотий,залишати,unrelated,word,word,0.11871716670966,FALSE
падіння,викладач,unrelated,word,word,0.146398182375649,FALSE
дощ,федерація,unrelated,word,word,0.138126840499915,FALSE
дочка,величезний,unrelated,word,word,0.139317194093881,FALSE
відстань,прес,unrelated,word,word,0.121641455148122,FALSE
вже,помідор,unrelated,word,word,0.14435519213671,FALSE
банан,лють,unrelated,word,word,0.143003040736741,FALSE
рекомендувати,гран,unrelated,word,word,0.0791773537926356,FALSE
субота,продукт,unrelated,word,word,0.145353673375942,FALSE
працювати,вулиця,unrelated,word,word,0.0234336337296941,FALSE
радіо,кролик,unrelated,word,word,0.12356775266761,FALSE
датчик,криза,unrelated,word,word,0.134001649568729,FALSE
курятина,консультувати,unrelated,word,word,0.14268605475746,FALSE
пустеля,фінансування,unrelated,word,word,0.141661195912283,FALSE
причіп,спроба,unrelated,word,word,0.0476915433703405,FALSE
клапан,організувати,unrelated,word,word,0.0848596303693283,FALSE
надзвичайно,доказ,unrelated,word,word,0.146224542292594,FALSE
більшість,кемпінг,unrelated,word,word,0.146977069628469,FALSE
кишеня,чужий,unrelated,word,word,0.117106767248409,FALSE
солдат,діяльність,unrelated,word,word,0.107503496108716,FALSE
ведмідь,депресія,unrelated,word,word,0.123788522016983,FALSE
читати,офіс,unrelated,word,word,0.0997331786912975,FALSE
гаразд,часто,unrelated,word,word,0.130970755041148,FALSE
викрадати,помилка,unrelated,word,word,0.117652563596598,FALSE
підтримка,вітрило,unrelated,word,word,0.138697936544463,FALSE
стадіон,перерва,unrelated,word,word,0.0932229671203227,FALSE
метелик,політичний,unrelated,word,word,0.105979166404743,FALSE
ювілей,вибуховий,unrelated,word,word,0.0858627256952683,FALSE
молодь,артерія,unrelated,word,word,0.146958351840611,FALSE
падіння,музикант,unrelated,word,word,0.0935913318794089,FALSE
турист,створіння,unrelated,word,word,0.129183218945421,FALSE
теплий,будівля,unrelated,word,word,0.123019361973954,FALSE
ситуація,продаж,unrelated,word,word,0.131891452460504,FALSE
апетитний,відбиток пальця,unrelated,word,word,0,FALSE
розмова,ліс,unrelated,word,word,0.0992516059228884,FALSE
управляти,несподівано,unrelated,word,word,0.100932261583167,FALSE
пізно,вовк,unrelated,word,word,0.120773593098028,FALSE
струм,галюкування,unrelated,word,word,0,FALSE
ніч,символ,unrelated,word,word,0.0706591090170705,FALSE
успіх,станція,unrelated,word,word,0.117014947910348,FALSE
клан,павутина,unrelated,word,word,0.143243485376289,FALSE
смертельний,релігія,unrelated,word,word,0.0974758255379614,FALSE
пожежа,зрозуміти,unrelated,word,word,0.145123499570416,FALSE
хмара,гроші,unrelated,word,word,0.10922407766519,FALSE
бюджет,фраза,unrelated,word,word,0.0390806914193982,FALSE
семінар,щока,unrelated,word,word,0.129601417863489,FALSE
портал,добровільно,unrelated,word,word,0.109007548240072,FALSE
дідусь,ваніль,unrelated,word,word,0.135655423329985,FALSE
баланс,торговець,unrelated,word,word,0.148491346912407,FALSE
відновлювати,легенда,unrelated,word,word,0.0900765069510496,FALSE
слухати,гора,unrelated,word,word,0.107684345372103,FALSE
важкий,вакцина,unrelated,word,word,0.135811282259882,FALSE
рай,батько,unrelated,word,word,0.132983035098904,FALSE
штраф,східний,unrelated,word,word,0.053577284561138,FALSE
консервативний,іграшка,unrelated,word,word,0.146144551614542,FALSE
заповідник,мера,unrelated,word,word,0.111549223106239,FALSE
посла,комаха,unrelated,word,word,0.121134614405829,FALSE
посольство,гармонія,unrelated,word,word,0.0604717557390416,FALSE
кільце,зарозумілість,unrelated,word,word,0.138125345269584,FALSE
онук,автобус,unrelated,word,word,0.147795841692451,FALSE
вибір,писати,unrelated,word,word,0.146589471082162,FALSE
командування,птах,unrelated,word,word,0.109920896848946,FALSE
розділ,воїн,unrelated,word,word,0.119179466904675,FALSE
майбутнє,жувати,unrelated,word,word,0.131553653159696,FALSE
маршрут,медаль,unrelated,word,word,0.099394692673635,FALSE
жалкий,обговорення,unrelated,word,word,0.130226754109955,FALSE
пояснення,слава,unrelated,word,word,0.149755964745295,FALSE
тренер,достатньо,unrelated,word,word,0.0852797817973027,FALSE
критичний,бос,unrelated,word,word,0.0832121665967158,FALSE
пульс,літати,unrelated,word,word,0.119510869879225,FALSE
може бути,безсилий,unrelated,word,word,0,FALSE
марка,щедрий,unrelated,word,word,0.101033302231445,FALSE
юрист,танцювати,unrelated,word,word,0.103143425635991,FALSE
лисиця,ремонт,unrelated,word,word,0.119842148911569,FALSE
філософія,одружений,unrelated,word,word,0.133647269482206,FALSE
усунути,робітник,unrelated,word,word,0.132791994271586,FALSE
обирати,оцінка,unrelated,word,word,0.146099471761512,FALSE
раб,торнадо,unrelated,word,word,0.108044186794136,FALSE
мовчазний,риболовля,unrelated,word,word,0.149760821451793,FALSE
кістка,про,unrelated,word,word,0.11111851197437,FALSE
бетон,відьма,unrelated,word,word,0.143592247959581,FALSE
вітер,загалом,unrelated,word,word,0.0832280413785234,FALSE
духовка,гравець,unrelated,word,word,0.14647725351569,FALSE
управляти,груди,unrelated,word,word,0.0691921894696884,FALSE
місяць,система,unrelated,word,word,0.0457954151441829,FALSE
сумніватися,квартал,unrelated,word,word,0.0720879841474796,FALSE
ліга,салат,unrelated,word,word,0.139288173631208,FALSE
гольф,комітет,unrelated,word,word,0.14700749599138,FALSE
пов'язувати,звичайний,unrelated,word,word,0,FALSE
картопля,винним,unrelated,word,word,0.0584063589465579,FALSE
цвях,політика,unrelated,word,word,0.108883370290436,FALSE
міст,навмисно,unrelated,word,word,0.0727644561332731,FALSE
нездатність,ракетний,unrelated,word,word,0.14928269571243,FALSE
марс,великий,unrelated,word,word,0.144734893066242,FALSE
відмовляти,дно,unrelated,word,word,0.136530618960282,FALSE
табір,пиво,unrelated,word,word,0.127078062774804,FALSE
білок,поховати,unrelated,word,word,0.0895244731443379,FALSE
старий,поле бою,unrelated,word,word,0,FALSE
тост,армія,unrelated,word,word,0.146422961835631,FALSE
хімія,запит,unrelated,word,word,-0.0105220127761756,FALSE
собака,закриття,unrelated,word,word,0.079307102266013,FALSE
гріх,народження,unrelated,word,word,0.0977869296505558,FALSE
вірність,фільм,unrelated,word,word,0.146959662332613,FALSE
лестити,сума,unrelated,word,word,0.107090530949253,FALSE
зміна,четвертий,unrelated,word,word,0.0944817501710655,FALSE
павук,суперечка,unrelated,word,word,0.104042248456581,FALSE
смоктати,супутник,unrelated,word,word,0.135654715745414,FALSE
ключ,руйнування,unrelated,word,word,0.110159545477164,FALSE
прощення,таблетка,unrelated,word,word,0.124847854751049,FALSE
камеру,будувати,unrelated,word,word,0.0896357067305653,FALSE
