word_id,word_german,word_english,pos,semantic_category,valence_M,valence_SE,valence_SD,valence_N,arousal_M,arousal_SE,arousal_SD,arousal_N,potency_M,potency_SE,potency_SD,potency_N,authority_M,authority_SE,authority_SD,authority_N,community_M,community_SE,community_SD,community_N,Cluster,freq_LEIPZIG,freq_SUBTLEX,freq_CELEX,orth_N_CELEX,orth_N_SUM_CELEX,FHN_CELEX,freq_DLEX_abs,freq_DLEX_norm,orth_N_DLEX,orth_N_SUM_DLEX,FHN_DLEX,freq_Zipf,syllables,letters
645,schreien,to scream,verb,behavior,3.375,0.283,1.601,32,7.750,0.180,1.016,32,6.094,0.407,2.305,32,6.174,0.359,1.723,23,3.565,0.258,1.237,23,6,4.542,42.920,71.833,1,2.333,0,3.166,1.079,9,2.906,0,4.157,2,8
646,Schuld,guilt,noun,abstract,2.667,0.246,1.474,36,6.472,0.297,1.781,36,6.361,0.345,2.072,36,6.348,0.271,1.301,23,4.391,0.331,1.588,23,6,41.229,191.740,54.333,3,202.833,1,3.728,1.640,13,4.187,1,4.718,1,6
647,schuldig,guilty,adjective,characterization,2.406,0.245,1.388,32,6.250,0.301,1.704,32,5.375,0.421,2.379,32,6.045,0.319,1.495,22,4.455,0.334,1.565,22,6,21.729,48.980,25.500,0,0.000,0,3.477,1.389,4,1.914,0,4.467,2,8
648,Schüler,pupil,noun,identity,5.364,0.234,1.342,33,5.697,0.228,1.311,33,4.273,0.210,1.206,33,4.222,0.521,1.563,9,7.000,0.408,1.225,9,4,114.708,47.320,104.500,1,0.000,0,3.906,1.819,9,2.543,0,4.896,2,7
649,Schulfreund,schoolmate,noun,identity,6.250,0.311,1.647,28,4.357,0.292,1.545,28,4.929,0.325,1.720,28,3.455,0.312,1.036,11,6.273,0.488,1.618,11,4,0.646,0.790,0.833,0,0.000,0,1.806,-0.281,0,0.000,0,2.803,2,11
650,Schulklasse,class,noun,setting,5.241,0.357,1.921,29,6.379,0.304,1.635,29,5.000,0.216,1.165,29,4.750,0.393,1.571,16,6.875,0.375,1.500,16,4,1.396,0.350,3.833,0,0.000,0,2.064,-0.023,0,0.000,0,3.058,3,11
651,Schurke,villain,noun,identity,3.516,0.274,1.525,31,6.548,0.190,1.060,31,5.742,0.282,1.570,31,6.765,0.389,1.602,17,3.176,0.551,2.270,17,6,0.521,4.450,1.667,0,0.000,0,1.978,-0.110,5,0.903,0,2.972,2,7
652,Schützenverein,gun club,noun,setting,3.767,0.240,1.571,43,5.302,0.243,1.597,43,4.930,0.281,1.844,43,6.733,0.396,1.534,15,7.133,0.307,1.187,15,1,0.667,0.200,1.333,0,0.000,0,1.079,-1.008,0,0.000,0,2.104,4,14
653,Schwäche,weakness,noun,abstract,3.897,0.240,1.501,39,5.641,0.286,1.784,39,4.051,0.369,2.305,39,5.000,0.243,1.168,23,4.348,0.256,1.229,23,8,16.854,14.490,33.333,0,0.000,0,3.338,1.250,4,2.161,0,4.328,2,8
654,Schwätzer,tattler,noun,identity,2.538,0.155,0.969,39,6.308,0.233,1.454,39,3.974,0.338,2.109,39,5.087,0.243,1.164,23,3.870,0.340,1.632,23,8,0.375,1.180,0.000,1,0.667,1,2.185,0.097,7,1.531,0,3.178,2,9
655,Schwester,sister,noun,identity,6.686,0.245,1.451,35,4.057,0.262,1.552,35,5.514,0.218,1.292,35,3.714,0.450,1.684,14,6.857,0.417,1.562,14,3,27.438,222.570,83.667,0,0.000,0,3.806,1.718,5,2.320,0,4.796,2,9
656,Schwiegereltern,parents-in-law,noun,identity,4.884,0.249,1.636,43,5.452,0.239,1.549,42,5.860,0.168,1.104,43,5.667,0.396,1.371,12,5.917,0.288,0.996,12,7,0.938,1.420,0.000,0,0.000,0,2.130,0.043,0,0.000,0,3.124,4,15
657,Schwiegervater,father in law,noun,identity,4.714,0.215,1.274,35,5.343,0.217,1.282,35,5.200,0.220,1.302,35,6.182,0.226,0.751,11,4.273,0.449,1.489,11,7,1.354,2.400,4.833,0,0.000,0,2.621,0.534,1,0.699,0,3.612,4,14
658,Seefahrer,sailor,noun,identity,5.774,0.281,1.564,31,5.567,0.286,1.569,30,5.129,0.265,1.477,31,5.182,0.352,1.168,11,4.818,0.536,1.779,11,7,1.000,0.550,1.667,0,0.000,0,2.340,0.253,1,0.301,0,3.333,3,9
659,Sehnsucht,desire,noun,abstract,5.189,0.276,1.681,37,5.778,0.279,1.675,36,5.861,0.324,1.944,36,4.360,0.288,1.440,25,4.360,0.447,2.234,25,4,15.083,7.240,12.167,0,0.000,0,3.526,1.438,4,1.204,0,4.516,2,9
660,Sekte,sect,noun,identity,2.054,0.150,0.911,37,6.784,0.249,1.512,37,6.027,0.390,2.374,37,7.778,0.641,1.922,9,7.889,0.309,0.928,9,2,5.208,2.360,1.667,2,636.667,1,2.728,0.641,14,4.525,1,3.719,2,5
661,Sektempfang,champagne reception,noun,setting,5.730,0.231,1.407,37,5.306,0.258,1.546,36,4.730,0.225,1.367,37,5.619,0.381,1.746,21,6.762,0.323,1.480,21,7,0.354,0.000,0.000,0,0.000,0,0.477,-1.610,0,0.000,0,1.592,3,11
662,selbstständig,independent,adjective,characterization,6.800,0.245,1.451,35,5.257,0.379,2.241,35,6.800,0.200,1.183,35,5.000,0.309,1.275,17,2.941,0.326,1.345,17,5,6.333,2.170,0.000,0,0.000,0,1.602,-0.485,0,0.000,0,2.603,3,13
663,selbstbewusst,self-confident,adjective,characterization,7.343,0.158,0.938,35,4.588,0.341,1.987,34,7.265,0.195,1.136,34,5.462,0.312,1.127,13,3.077,0.400,1.441,13,5,5.375,1.970,8.500,0,0.000,0,0.778,-1.309,0,0.000,0,1.835,3,13
664,selbstherrlich,autocratic,adjective,characterization,2.903,0.283,1.578,31,6.387,0.265,1.476,31,6.161,0.331,1.846,31,6.714,0.322,1.204,14,1.857,0.206,0.770,14,6,0.604,0.390,0.500,0,0.000,0,1.792,-0.295,1,0.301,0,2.789,3,14
665,selbstlos,selfless,adjective,characterization,6.158,0.260,1.603,38,4.500,0.271,1.673,38,4.947,0.282,1.739,38,3.000,0.241,1.180,24,6.625,0.421,2.060,24,4,1.000,1.650,3.333,1,0.167,0,2.127,0.040,1,0.845,0,3.120,2,9
666,selbstsicher,self-confident,adjective,characterization,6.900,0.211,1.155,30,4.100,0.289,1.583,30,6.767,0.177,0.971,30,5.696,0.284,1.363,23,2.783,0.243,1.166,23,5,1.333,1.690,3.667,0,0.000,0,1.944,-0.143,1,0.000,0,2.940,3,12
667,Selbstsicherheit,self-confidence,noun,abstract,7.029,0.248,1.446,34,3.471,0.311,1.813,34,7.030,0.270,1.551,33,4.917,0.468,1.621,12,2.917,0.336,1.165,12,5,1.125,0.310,1.167,0,0.000,0,2.111,0.023,0,0.000,0,3.104,4,16
668,Selbstwertgefühl,self-esteem,noun,abstract,7.133,0.374,2.047,30,4.033,0.411,2.251,30,6.933,0.318,1.741,30,3.875,0.718,2.031,8,2.375,0.844,2.387,8,5,2.250,1.540,0.000,0,0.000,0,1.881,-0.207,0,0.000,0,2.877,4,16
669,Service,service,noun,abstract,5.933,0.310,1.701,30,4.167,0.220,1.206,30,4.867,0.208,1.137,30,4.786,0.366,1.369,14,5.571,0.441,1.651,14,7,34.563,12.360,11.333,0,0.000,0,2.996,0.909,5,1.845,0,3.987,2,7
670,sich anpassen*,to adapt oneself,verb,behavior,4.971,0.288,1.706,35,4.629,0.307,1.816,35,4.143,0.348,2.060,35,5.174,0.498,2.387,23,6.870,0.303,1.456,23,7,6.313,5.790,27.000,3,7.000,0,2.787,0.700,8,2.587,0,3.778,3,8
671,sich auflehnen*,to rebel,verb,behavior,5.364,0.291,1.674,33,7.094,0.278,1.573,32,7.063,0.273,1.544,32,5.375,0.429,2.102,24,4.875,0.483,2.365,24,1,0.104,0.550,0.833,0,0.000,0,1.792,-0.295,1,0.845,0,2.789,3,9
672,sich bereichern*,to enrich oneself,verb,behavior,3.744,0.330,2.061,39,5.974,0.243,1.498,38,5.447,0.306,1.884,38,6.300,0.282,1.261,20,2.550,0.359,1.605,20,6,3.688,0.980,8.500,0,0.000,0,2.511,0.423,3,2.767,1,3.502,3,10
673,sich erniedrigen*,to humble oneself,verb,behavior,1.941,0.184,1.071,34,6.882,0.234,1.365,34,3.441,0.449,2.619,34,6.600,0.351,1.756,25,3.880,0.384,1.922,25,8,0.417,1.420,1.500,0,0.000,0,2.124,0.036,1,0.000,0,3.117,4,11
674,sich opfern*,to sacrifice oneself,verb,behavior,4.152,0.311,1.787,33,6.000,0.295,1.696,33,5.030,0.416,2.391,33,4.348,0.415,1.991,23,6.000,0.487,2.335,23,4,4.604,18.500,20.500,0,0.000,0,2.890,0.802,6,3.055,1,3.881,2,6
675,sich verbünden*,to band together,verb,behavior,6.550,0.273,1.724,40,4.436,0.324,2.023,39,6.795,0.198,1.239,39,3.625,0.706,1.996,8,8.000,0.327,0.926,8,3,0.792,2.050,7.833,2,159.667,2,1.991,-0.096,7,4.077,5,2.986,3,9
676,sich wehren*,to fight back,verb,behavior,5.222,0.324,1.944,36,6.917,0.220,1.317,36,6.500,0.227,1.363,36,4.870,0.346,1.660,23,3.957,0.347,1.665,23,5,15.813,6.690,45.167,7,325.500,1,3.044,0.956,28,3.963,3,4.034,2,6
677,Sieg,victory,noun,abstract,6.190,0.275,1.784,42,6.690,0.242,1.569,42,7.317,0.193,1.234,41,6.826,0.312,1.497,23,4.522,0.426,2.042,23,5,132.208,37.440,151.333,2,7.333,0,3.736,1.649,28,3.305,0,4.727,1,4
678,siegen,to win,verb,behavior,6.366,0.246,1.577,41,6.200,0.323,2.041,40,7.098,0.194,1.241,41,6.833,0.354,1.736,24,4.792,0.450,2.206,24,5,5.729,8.500,41.333,9,1010.833,4,2.790,0.703,23,4.444,3,3.781,2,6
679,Sieger,winner,noun,identity,6.074,0.337,1.752,27,6.037,0.335,1.743,27,6.926,0.232,1.207,27,6.818,0.346,1.622,22,3.227,0.474,2.224,22,5,43.792,12.280,48.667,3,44.333,0,3.203,1.116,19,3.396,0,4.194,2,6
680,Sitte,custom,noun,abstract,4.556,0.237,1.423,36,4.583,0.208,1.251,36,5.556,0.269,1.611,36,6.609,0.325,1.559,23,7.348,0.240,1.152,23,1,3.021,3.310,14.167,2,154.333,2,3.254,1.166,32,4.414,3,4.244,2,5
681,Snob,snob,noun,identity,3.500,0.305,1.556,26,5.577,0.255,1.301,26,5.231,0.339,1.728,26,5.958,0.292,1.429,24,2.875,0.315,1.541,24,6,0.188,1.100,1.500,0,0.000,0,1.763,-0.324,7,1.672,0,2.761,1,4
682,Soldat,soldier,noun,identity,3.469,0.277,1.565,32,6.656,0.275,1.558,32,6.094,0.278,1.573,32,7.111,0.542,2.298,18,4.944,0.654,2.775,18,2,13.000,37.680,116.500,0,0.000,0,3.442,1.355,5,1.771,0,4.432,2,6
683,solidarisieren,to solidarize,verb,behavior,6.333,0.280,1.373,24,4.667,0.305,1.494,24,5.333,0.317,1.551,24,2.167,0.386,1.337,12,8.083,0.570,1.975,12,3,0.646,0.000,0.667,0,0.000,0,1.491,-0.596,0,0.000,0,2.495,6,14
684,Solidarität,solidarity,noun,abstract,7.310,0.179,1.158,42,3.357,0.272,1.764,42,6.829,0.221,1.412,41,2.478,0.338,1.620,23,7.870,0.472,2.262,23,3,24.521,0.390,41.333,0,0.000,0,3.360,1.273,4,0.778,0,4.351,5,11
685,Sommerabend,summer evening,noun,setting,7.885,0.244,1.243,26,3.769,0.491,2.503,26,5.615,0.309,1.577,26,3.500,0.543,1.716,10,5.900,0.379,1.197,10,3,0.646,0.200,0.000,0,0.000,0,2.000,-0.088,0,0.000,0,2.994,4,11
686,sorglos,carefree,adjective,characterization,6.694,0.308,1.849,36,3.444,0.305,1.827,36,5.143,0.331,1.958,35,4.000,0.248,1.216,24,4.542,0.307,1.503,24,3,1.292,1.690,1.333,0,0.000,0,2.389,0.302,1,1.079,0,3.381,2,7
687,souverän,confident,adjective,characterization,6.756,0.290,1.854,41,3.775,0.346,2.190,40,7.154,0.182,1.136,39,6.000,0.396,1.680,18,3.611,0.429,1.819,18,5,13.104,0.630,22.667,0,0.000,0,2.540,0.453,2,2.299,0,3.532,3,8
688,sozial,social,adjective,characterization,6.800,0.224,1.418,40,4.154,0.237,1.479,39,5.950,0.291,1.839,40,2.391,0.313,1.500,23,8.087,0.307,1.474,23,3,18.833,1.970,129.667,0,0.000,0,3.146,1.058,3,2.468,0,4.136,3,6
689,Sozialarbeiter,social worker,noun,identity,5.568,0.253,1.537,37,5.081,0.157,0.954,37,4.944,0.225,1.351,36,3.583,0.452,1.564,12,6.667,0.512,1.775,12,4,4.896,0.550,0.000,0,0.000,0,1.826,-0.261,0,0.000,0,2.823,5,14
690,Sozialist,socialist,noun,identity,5.316,0.193,1.188,38,5.421,0.209,1.287,38,5.421,0.205,1.266,38,2.500,0.388,1.819,22,7.136,0.485,2.274,22,4,2.333,0.160,32.000,0,0.000,0,2.667,0.579,4,1.342,0,3.658,4,9
691,Spezialist,specialist,noun,identity,6.564,0.179,1.119,39,4.308,0.278,1.734,39,6.667,0.206,1.284,39,5.923,0.366,1.320,13,2.846,0.406,1.463,13,5,5.688,2.910,18.667,0,0.000,0,2.281,0.194,1,0.602,0,3.273,4,10
692,Spielplatz,playground,noun,setting,6.222,0.259,1.551,36,5.667,0.329,1.971,36,4.722,0.194,1.162,36,3.923,0.329,1.188,13,7.231,0.231,0.832,13,4,7.146,3.150,2.333,0,0.000,0,2.167,0.080,2,0.301,0,3.160,2,10
693,Spielverderber,spoiler,noun,identity,2.933,0.203,1.112,30,6.321,0.272,1.442,28,5.071,0.356,1.884,28,5.625,0.460,1.302,8,3.125,0.479,1.356,8,6,0.875,2.320,0.667,0,0.000,0,1.792,-0.295,0,0.000,0,2.789,4,14
694,spießig,square,adjective,characterization,3.429,0.250,1.481,35,4.971,0.248,1.465,35,4.543,0.291,1.721,35,6.087,0.301,1.443,23,4.783,0.372,1.783,23,8,0.750,1.850,0.833,0,0.000,0,1.447,-0.640,2,0.602,0,2.453,2,7
695,spirituell,spiritual,adjective,characterization,4.806,0.306,1.701,31,4.484,0.289,1.610,31,4.226,0.299,1.668,31,4.750,0.479,1.915,16,3.063,0.496,1.982,16,7,0.583,1.180,0.333,0,0.000,0,1.255,-0.832,3,1.380,1,2.269,4,10
696,spotten,to mock,verb,behavior,2.708,0.259,1.268,24,6.667,0.280,1.373,24,5.500,0.408,2.000,24,6.545,0.261,1.224,22,4.273,0.343,1.609,22,6,0.813,0.710,5.333,0,0.000,0,2.276,0.189,3,2.288,0,3.269,2,7
697,spöttisch,sneering,adjective,characterization,3.848,0.305,1.752,33,6.303,0.197,1.132,33,5.273,0.349,2.004,33,6.083,0.255,1.248,24,4.208,0.335,1.641,24,6,1.542,0.630,4.833,0,0.000,0,2.798,0.710,1,1.230,0,3.789,2,9
698,Staatsfeind,enemy of the state,noun,identity,3.314,0.295,1.745,35,6.971,0.241,1.424,35,5.886,0.386,2.285,35,6.714,0.518,1.939,14,4.286,0.752,2.813,14,6,0.646,1.060,0.000,0,0.000,0,1.591,-0.496,1,0.301,0,2.592,2,11
699,Stabilität,stability,noun,abstract,7.083,0.220,1.317,36,3.056,0.298,1.788,36,6.917,0.188,1.131,36,5.250,0.413,1.653,16,6.500,0.354,1.414,16,3,20.208,1.810,16.000,0,0.000,0,3.323,1.236,1,0.000,0,4.313,4,10
700,Stammgast,regular,noun,identity,5.800,0.246,1.349,30,3.767,0.282,1.547,30,4.700,0.268,1.466,30,4.611,0.304,1.290,18,6.167,0.364,1.543,18,7,1.396,0.550,3.667,0,0.000,0,1.633,-0.454,1,0.000,0,2.634,2,9
701,Standesamt,register office,noun,setting,5.424,0.250,1.437,33,5.333,0.274,1.575,33,5.594,0.237,1.341,32,5.706,0.476,1.961,17,6.294,0.294,1.213,17,7,3.125,0.710,4.833,0,0.000,0,2.487,0.400,0,0.000,0,3.479,3,10
702,stark,strong,adjective,characterization,6.674,0.218,1.426,43,5.558,0.359,2.353,43,7.233,0.182,1.192,43,5.957,0.277,1.331,23,4.565,0.300,1.441,23,5,163.271,121.540,480.500,3,64.833,0,4.199,2.111,12,4.043,0,5.189,1,5
703,Stärke,strength,noun,abstract,6.722,0.281,1.684,36,5.000,0.392,2.354,36,7.667,0.164,0.986,36,5.957,0.247,1.186,23,4.478,0.332,1.592,23,5,31.271,25.630,42.500,0,0.000,0,3.662,1.575,7,2.883,0,4.652,2,6
704,Status,status,noun,abstract,5.233,0.199,1.306,43,4.605,0.203,1.330,43,6.488,0.203,1.334,43,7.455,0.235,1.101,22,4.045,0.467,2.193,22,1,20.167,9.250,18.667,3,17.500,0,3.255,1.167,9,3.357,0,4.245,2,6
705,stehlen,to steal,verb,behavior,2.872,0.221,1.380,39,7.077,0.199,1.244,39,4.923,0.335,2.095,39,5.217,0.301,1.445,23,3.304,0.277,1.329,23,6,4.479,41.420,24.000,4,700.500,1,2.719,0.631,5,4.188,2,3.709,2,7
706,Stellvertreter,substitute (person),noun,identity,5.000,0.137,0.858,39,4.718,0.194,1.213,39,4.821,0.235,1.467,39,6.636,0.310,1.027,11,4.091,0.368,1.221,11,7,18.021,3.190,64.833,0,0.000,0,3.277,1.190,5,0.778,0,4.268,4,14
707,Stolz,pride,noun,abstract,6.128,0.241,1.508,39,5.632,0.251,1.550,38,6.632,0.240,1.478,38,6.522,0.234,1.123,23,3.957,0.385,1.846,23,5,19.313,0.000,0.000,1,0.167,1,3.405,1.317,16,3.543,1,4.395,1,5
708,stören,to disturb,verb,behavior,3.129,0.166,0.922,31,6.613,0.200,1.116,31,5.500,0.270,1.480,30,5.720,0.308,1.542,25,4.240,0.260,1.300,25,6,14.083,35.590,53.333,2,0.500,0,3.364,1.276,6,2.009,0,4.354,2,6
709,Störenfried,troublemaker,noun,identity,3.128,0.236,1.472,39,6.919,0.275,1.673,37,5.658,0.325,2.004,38,6.167,0.430,1.823,18,3.444,0.544,2.307,18,6,0.792,0.870,2.333,0,0.000,0,1.934,-0.153,0,0.000,0,2.930,3,11
710,strafbar,punishable,adjective,characterization,3.136,0.194,1.287,44,7.023,0.196,1.303,44,6.114,0.256,1.701,44,6.833,0.253,1.239,24,5.500,0.330,1.615,24,2,6.563,1.690,8.500,0,0.000,0,2.779,0.691,1,1.342,0,3.770,2,8
711,Strafe,punishment,noun,abstract,2.914,0.222,1.314,35,6.943,0.217,1.282,35,7.143,0.221,1.309,35,7.957,0.213,1.022,23,5.478,0.392,1.880,23,2,29.438,26.540,32.500,2,279.333,1,3.533,1.445,8,4.166,1,4.523,2,6
712,strafen,to punish,verb,behavior,2.966,0.331,1.783,29,7.000,0.248,1.336,29,6.345,0.401,2.159,29,8.091,0.185,0.868,22,5.273,0.390,1.830,22,2,1.063,0.000,3.833,0,0.000,0,2.509,0.422,2,3.054,1,3.501,2,7
713,Straftat,crime,noun,abstract,2.643,0.237,1.254,28,7.250,0.265,1.404,28,5.964,0.400,2.117,28,6.545,0.327,1.535,22,4.045,0.434,2.035,22,6,5.667,3.110,4.833,0,0.000,0,2.539,0.452,0,0.000,0,3.530,2,8
714,Streber,nerd,noun,identity,3.857,0.229,1.353,35,4.914,0.230,1.358,35,5.286,0.294,1.742,35,5.667,0.214,1.049,24,2.667,0.214,1.049,24,8,0.354,3.740,0.333,2,20.500,1,1.898,-0.190,8,3.358,1,2.893,2,7
715,strebsam,nerdy,adjective,characterization,5.211,0.285,1.758,38,5.000,0.275,1.693,38,5.316,0.248,1.526,38,5.826,0.249,1.193,23,3.087,0.307,1.474,23,7,0.167,0.080,3.833,0,0.000,0,1.431,-0.656,0,0.000,0,2.437,2,8
716,Streetworker,street worker,noun,identity,5.553,0.260,1.606,38,4.868,0.314,1.934,38,5.132,0.227,1.398,38,4.211,0.443,1.932,19,5.842,0.537,2.340,19,4,1.146,0.040,0.000,0,0.000,0,0.778,-1.309,0,0.000,0,1.835,3,12
717,Streik,strike,noun,abstract,4.343,0.232,1.371,35,6.657,0.266,1.571,35,6.571,0.198,1.170,35,4.478,0.407,1.951,23,7.522,0.332,1.592,23,4,20.813,6.100,46.000,2,48.500,0,3.095,1.007,8,3.570,1,4.085,1,6
718,streiken,to go on strike,verb,behavior,4.385,0.216,1.350,39,6.821,0.179,1.121,39,6.385,0.197,1.227,39,2.900,0.355,1.586,20,7.650,0.357,1.599,20,4,2.938,2.400,12.833,3,47.833,2,2.207,0.119,5,3.183,3,3.200,2,8
719,Streit,fight,noun,abstract,2.586,0.279,1.500,29,7.643,0.180,0.951,28,6.214,0.297,1.572,28,5.250,0.629,2.179,12,5.000,0.590,2.045,12,6,118.646,33.820,42.500,2,52.000,1,3.564,1.477,11,3.213,0,4.554,1,6
720,Student,student,noun,identity,6.441,0.268,1.561,34,5.235,0.287,1.671,34,4.941,0.235,1.369,34,3.938,0.232,0.929,16,5.063,0.370,1.482,16,4,13.583,6.220,120.167,0,0.000,0,3.121,1.034,5,1.447,0,4.112,2,7
721,Subkultur,subculture,noun,abstract,5.717,0.250,1.695,46,5.630,0.221,1.496,46,5.696,0.228,1.547,46,4.071,0.339,1.269,14,6.643,0.341,1.277,14,4,1.625,0.080,3.667,0,0.000,0,1.591,-0.496,0,0.000,0,2.592,3,9
722,Sünde,sin,noun,abstract,3.786,0.297,1.572,28,6.071,0.281,1.489,28,5.321,0.395,2.091,28,6.000,0.279,1.309,22,4.591,0.352,1.652,22,6,3.021,16.300,13.000,1,4.667,0,3.212,1.124,18,2.840,0,4.202,2,5
723,Sündenbock,scapegoat,noun,identity,3.128,0.247,1.542,39,6.179,0.262,1.636,39,4.513,0.332,2.076,39,6.833,0.386,1.337,12,4.750,0.845,2.927,12,8,2.563,2.240,1.167,0,0.000,0,1.982,-0.105,1,0.000,0,2.977,3,10
724,Sünder,sinner,noun,identity,3.559,0.268,1.561,34,6.147,0.280,1.635,34,4.559,0.383,2.232,34,6.043,0.305,1.461,23,3.696,0.442,2.120,23,8,2.500,4.880,3.667,2,17.167,1,2.708,0.620,13,3.365,2,3.699,2,6
725,Sympathie,sympathy,noun,abstract,7.912,0.154,0.900,34,3.676,0.384,2.239,34,6.706,0.312,1.818,34,3.267,0.330,1.280,15,5.200,0.626,2.426,15,3,9.688,3.110,20.500,0,0.000,0,3.141,1.053,2,0.778,0,4.131,3,9
726,Sympathisant,sympathiser,noun,identity,5.879,0.271,1.556,33,4.545,0.295,1.697,33,5.485,0.292,1.679,33,4.500,0.230,0.798,12,6.000,0.302,1.044,12,4,0.479,0.310,0.000,0,0.000,0,1.000,-1.088,0,0.000,0,2.032,4,12
727,tadeln,to rebuke,verb,behavior,3.061,0.157,0.899,33,6.424,0.213,1.226,33,5.485,0.279,1.603,33,7.391,0.206,0.988,23,4.435,0.376,1.805,23,2,0.271,1.060,5.000,4,1.833,0,2.378,0.291,13,2.879,1,3.370,2,6
728,Tagesmutter,nanny,noun,identity,5.600,0.247,1.354,30,4.400,0.274,1.499,30,5.167,0.209,1.147,30,5.800,0.512,1.619,10,5.000,0.650,2.055,10,7,0.542,0.200,0.000,0,0.000,0,0.845,-1.242,2,0.699,0,1.893,4,11
729,taktvoll,tactful,adjective,characterization,6.750,0.294,1.763,36,3.833,0.272,1.630,36,6.029,0.283,1.671,35,3.957,0.247,1.186,23,5.435,0.439,2.107,23,3,0.271,0.630,2.667,0,0.000,0,2.238,0.151,2,0.778,0,3.231,2,8
730,tanzen,to dance,verb,behavior,7.278,0.272,1.632,36,6.111,0.371,2.227,36,5.861,0.249,1.496,36,3.053,0.354,1.545,19,6.421,0.385,1.677,19,3,14.083,74.020,31.500,4,1.667,0,3.199,1.111,19,4.502,2,4.189,2,6
731,Täter,culprit,noun,identity,2.395,0.177,1.158,43,7.302,0.201,1.319,43,6.372,0.334,2.193,43,6.583,0.452,1.564,12,3.417,0.645,2.234,12,2,89.583,16.220,29.000,2,0.000,0,3.200,1.113,14,3.322,0,4.191,2,5
732,täuschen,to deceive,verb,behavior,2.864,0.177,1.173,44,6.318,0.234,1.552,44,5.159,0.320,2.123,44,5.667,0.253,1.239,24,4.583,0.300,1.472,24,6,4.313,11.730,27.167,5,21.833,0,2.969,0.881,12,3.138,0,3.960,2,8
733,Team,team,noun,identity,6.862,0.266,1.432,29,3.586,0.296,1.593,29,6.379,0.255,1.374,29,4.250,0.581,2.324,16,7.375,0.473,1.893,16,3,148.583,113.430,11.167,3,2.500,0,2.442,0.355,20,2.326,0,3.434,1,4
734,Techniker,technician,noun,identity,5.500,0.185,1.047,32,4.875,0.228,1.289,32,5.250,0.168,0.950,32,5.000,0.196,0.707,13,4.308,0.365,1.316,13,7,11.188,6.140,36.833,0,0.000,0,2.910,0.822,3,2.879,0,3.900,3,9
735,teilen,to devide,verb,behavior,6.839,0.213,1.186,31,4.452,0.274,1.524,31,6.194,0.252,1.400,31,2.391,0.257,1.234,23,7.826,0.286,1.370,23,3,27.688,55.510,114.500,8,33.667,0,3.310,1.223,24,3.958,1,4.301,2,6
736,Teilnehmer,participant,noun,identity,5.237,0.148,0.913,38,4.816,0.112,0.692,38,4.737,0.134,0.828,38,3.563,0.398,1.590,16,7.000,0.438,1.751,16,4,58.563,3.540,59.667,1,101.000,1,3.380,1.293,4,1.342,0,4.371,3,10
737,Terrorist,terrorist,noun,identity,1.694,0.177,1.064,36,8.028,0.185,1.108,36,7.029,0.361,2.135,35,7.231,0.611,2.204,13,2.692,0.458,1.653,13,2,2.542,9.610,11.500,0,0.000,0,1.681,-0.406,2,0.778,0,2.680,3,9
738,Test,test,noun,abstract,4.600,0.327,1.793,30,6.433,0.218,1.194,30,5.800,0.301,1.648,30,6.304,0.247,1.185,23,4.957,0.330,1.581,23,1,22.125,46.220,11.167,7,694.333,5,3.078,0.991,45,4.556,5,4.069,1,4
739,Therapeut,therapist,noun,identity,5.923,0.293,1.495,26,3.760,0.348,1.739,25,6.154,0.276,1.405,26,5.467,0.307,1.187,15,4.200,0.518,2.007,15,5,1.271,1.610,0.000,0,0.000,0,2.196,0.108,1,0.699,0,3.189,3,9
740,Tischgast*,dinner guest,noun,identity,5.767,0.177,0.971,30,5.100,0.222,1.213,30,4.900,0.168,0.923,30,4.818,0.536,1.779,11,4.909,0.476,1.578,11,7,0.000,0.000,0.000,0,0.000,0,0.301,-1.786,11,1.792,7,1.467,2,9
741,tolerant,tolerant,adjective,characterization,7.243,0.267,1.623,37,3.297,0.284,1.730,37,6.514,0.214,1.304,37,2.929,0.425,1.592,14,6.500,0.454,1.698,14,3,1.250,0.790,2.833,1,6.500,1,2.009,-0.079,0,0.000,0,3.003,3,8
742,Tradition,tradition,noun,abstract,5.889,0.228,1.369,36,4.028,0.193,1.158,36,5.778,0.273,1.641,36,6.000,0.500,2.000,16,7.563,0.273,1.094,16,4,47.292,13.030,43.833,0,0.000,0,3.700,1.613,4,1.544,0,4.690,4,9
743,Trauerfeier,obsequy,noun,setting,3.179,0.223,1.393,39,5.538,0.305,1.904,39,5.385,0.248,1.549,39,4.214,0.281,1.051,14,6.786,0.576,2.155,14,4,4.708,1.460,15.500,0,0.000,0,2.348,0.261,0,0.000,0,3.340,4,11
744,Trauergast,mourner,noun,identity,3.655,0.245,1.317,29,4.821,0.385,2.038,28,4.034,0.291,1.569,29,4.846,0.296,1.068,13,5.846,0.517,1.864,13,8,0.021,0.120,0.000,0,0.000,0,0.301,-1.786,0,0.000,0,1.467,3,10
745,Tresor,safe,noun,abstract,5.447,0.154,0.950,38,4.541,0.241,1.464,37,6.108,0.238,1.449,37,6.043,0.222,1.065,23,3.696,0.317,1.521,23,5,4.313,5.870,1.833,1,0.000,0,1.826,-0.261,5,1.462,0,2.823,2,6
