item,word_english,definition_phrase,aoa_M,RT_M,RT_SD,item_Z,,,,,,,
992,squash,type of tennis,4.931034483,4970.194483,3320.321677,0.287454132,,,,,,,
992,squash,vegetable,5.034482759,4923.643793,4652.30654,0.374180851,,,,,,,
993,stable,builiding with stalls for lodging horses,5.037037037,4591.97037,3521.391088,0.300779,,,,,,,
993,stable,steady/no significant changes,3.965517241,4327.628621,2238.093868,-0.375699827,,,,,,,
994,staff,employees,5.555555556,3034.616429,1761.918121,0.368010913,,,,,,,
994,staff,rod or cane used for support,3.071428571,3616.871034,3307.385278,-1.161795746,,,,,,,
994,staff,musical lines for writing notes on,4.689655172,3479.204138,1983.886302,-0.025076213,,,,,,,
995,stage,particular phase in a process,5.592592593,2997.604815,1679.122417,0.667011797,,,,,,,
995,stage,a raise platform for performers,5.620689655,4967.778966,4706.585791,0.683150211,,,,,,,
995,stage,to plan or organize,5.344827586,4368.39069,5158.721141,0.411391365,,,,,,,
996,stair,step,4.310344828,3601.180345,2655.290563,-0.196588215,,,,,,,
997,stake,broad wooden stick,5.214285714,5466.151429,8663.223999,0.382597586,,,,,,,
997,stake,to claim something,5.931034483,3860.451379,1750.740721,0.889288129,,,,,,,
997,stake,a wager in a contest,5.740740741,3123.127407,2132.858534,0.693286764,,,,,,,
997,stake,to risk something,4.714285714,4579.251429,3786.424404,-0.028322123,,,,,,,
998,stalk,main stem of a plant,5.275862069,4488.453448,2138.516615,0.396140057,,,,,,,
998,stalk,to pursue prey,5.464285714,4377.097143,3041.617314,0.560657573,,,,,,,
998,stalk,to walk away angrily,4.821428571,5020.097143,3862.599586,0.148603775,,,,,,,
998,stalk,to obsessively follow someone,3.896551724,4136.917931,2969.284599,-0.491894671,,,,,,,
999,stall,compartment for an animal,4.551724138,4272.201379,3774.017542,-0.16149929,,,,,,,
999,stall,rectangular space for parking a vehicle,4.037037037,4392.878148,2188.211764,-0.532324653,,,,,,,
999,stall,to cause a motor car to stop,5.821428571,4113.888621,2465.115031,0.818613565,,,,,,,
999,stall,to delay,3.714285714,3744.41,2711.347446,-0.669267945,,,,,,,
999,stall,toilet space in a bathroom,2.821428571,3929.533929,2040.365138,-1.251287259,,,,,,,
1000,stamp,to strike with foot,5.321428571,4236.351786,2715.836551,0.469220125,,,,,,,
1000,stamp,adding an ink mark,5.275862069,5869.956552,14304.55087,0.51716962,,,,,,,
1000,stamp,to extiguish something,5.068965517,4038.581379,3023.890846,0.395481462,,,,,,,
1000,stamp,postage label,4.482758621,3341.34,1756.074197,-0.216154555,,,,,,,
1001,stand,upright position on the feet,4.344827586,3847.681724,1762.778164,-0.095393713,,,,,,,
1001,stand,take a firm attitude about something,5.192307692,3626.103077,1448.563466,0.407105728,,,,,,,
1001,stand,to become stagnant,4.931034483,4676.625862,3066.486683,0.266378085,,,,,,,
1001,stand,to endure/tolerate,5.296296296,4057.361481,2607.326569,0.592677692,,,,,,,
1001,stand,piece of furniture,6.142857143,3763.051786,1727.293341,1.157581407,,,,,,,
1001,stand,holds sheets of music,3.357142857,4424.146071,2182.50187,-1.009530785,,,,,,,
1001,stand,platform for a speaker/witness,5.333333333,3831.720741,3407.075534,0.497927961,,,,,,,
1002,standard,basis of comparison,4.321428571,3539.466071,2208.974275,-0.228602645,,,,,,,
1002,standard,acceptable morals/ethics,4.107142857,3968.390357,2034.204489,-0.363050084,,,,,,,
1002,standard,gold or silver weight,5.928571429,3179.891786,1474.137549,0.941981093,,,,,,,
1003,standing,maintaining an upright erect position,5.777777778,3505.573214,1938.666985,0.798435709,,,,,,,
1003,standing,social rank/status,3.103448276,4580.681034,3899.36124,-1.065269839,,,,,,,
1003,standing,idle,3.379310345,4314.344828,2487.574081,-0.914149891,,,,,,,
1004,staple,bent wire for binding papers,4.666666667,3349.722222,1824.015396,-0.056156891,,,,,,,
1004,staple,principle commodity,3.925925926,4474.404444,5662.250101,-0.621573909,,,,,,,
1004,staple,chief thing,2.827586207,3967.243793,2870.942265,-1.40676567,,,,,,,
1005,star,heavenly body in sky,3.931034483,6161.878276,9079.906814,-0.491363817,,,,,,,
1005,star,symbol...gold star,3.357142857,3469.131071,2421.547398,-0.961730071,,,,,,,
1005,star,celebrated person in a particular field,5.137931034,4812.174138,4432.410803,0.415581531,,,,,,,
996,stare,to look at intently,5.892857143,4702.258929,3489.062307,0.881423473,,,,,,,
1006,start,a beginning of something,4.655172414,3816.938966,3330.401634,-0.042099024,,,,,,,
1006,start,to move suddenly,5.071428571,3111.576429,1538.440412,0.408036757,,,,,,,
1006,start,to establish something new,4.518518519,3687.722857,2036.208331,-0.17789576,,,,,,,
1007,state,condition of a person or thing,5.172413793,4840.498621,3336.81269,0.376131987,,,,,,,
1007,state,status/rank in life,4.172413793,3129.642069,1363.308452,-0.375938584,,,,,,,
1007,state,territory of a government,5.407407407,4448.161852,4616.686203,0.485424826,,,,,,,
1007,state,to declare/say,3.714285714,4238.6875,2653.117513,-0.690542578,,,,,,,
1008,station,stopping place for travel,4,4196.727241,3278.358692,-0.348282343,,,,,,,
1008,station,municipal headquarters of public services,3.586206897,4494.124138,3086.537061,-0.844418113,,,,,,,
1008,station,radio or television,4.821428571,5630.107143,6785.548533,0.021528262,,,,,,,
1008,station,a soldier's post,4.75862069,2531.531034,1250.463231,-0.03243472,,,,,,,
1009,stay,to spend some time somewhere,5.115384615,3909.944615,2819.136778,0.280170125,,,,,,,
1009,stay,continued state,5.074074074,3410.677037,2411.003395,0.209898095,,,,,,,
1009,stay,to stop,4.517241379,4991.938276,4686.900721,-0.130894904,,,,,,,
1009,stay,temporary trip,4.620689655,2926.121034,1330.863226,-0.087887709,,,,,,,
1010,steam,water vapor,6.214285714,3599.865357,2270.306173,1.143714485,,,,,,,
1010,steam,power or energy,4.965517241,4520.146897,3708.482575,0.191503888,,,,,,,
1010,steam,to be angry,4.857142857,3963.7575,2490.117494,0.195485061,,,,,,,
1011,steep,to have a sharp incline,4.965517241,3214.83,2063.024772,0.300811728,,,,,,,
1011,steep,extremely high,3.857142857,3460.0875,2009.52962,-0.526603777,,,,,,,
1011,steep,to soak in liquid,4.607142857,3932.685714,2522.743378,0.058579363,,,,,,,
1012,steer,to guide the course by means of a device,5.461538462,3681.425,1850.090079,0.571538406,,,,,,,
1012,steer,to avoid...steer clear of him,6.321428571,3293.422857,1654.445883,1.291748905,,,,,,,
1012,steer,male cattle,5.148148148,3902.36,4668.258928,0.314544914,,,,,,,
1013,stem,plant stalk,4.896551724,4148.737931,4599.206702,0.259217744,,,,,,,
1013,stem,"long, slender part of something",5.785714286,3390.237143,2224.11528,0.83382476,,,,,,,
1013,stem,underlying basis of a word,4.965517241,3747.564138,2252.395456,0.277857329,,,,,,,
1013,stem,slang for leg,5.793103448,3419.896207,3226.467758,0.801549834,,,,,,,
1013,stem,to originate from,2.857142857,3957.287143,4608.854105,-1.241073837,,,,,,,
1014,stern,firm or strict,6.482758621,2432.897931,958.5694718,1.399994229,,,,,,,
1014,stern,rear part of something,6.142857143,3194.965357,1438.542694,0.990323587,,,,,,,
1015,stew,to cook by simmering,4.275862069,4531.603793,3416.461573,-0.171698336,,,,,,,
1015,stew,to worry,4.148148148,3702.025185,1291.99135,-0.46842524,,,,,,,
1016,stick,broken branch,5.230769231,4955.859259,2978.326196,0.170427074,,,,,,,
1016,stick,marijuana cigarette,5.793103448,3963.436552,2900.877013,0.845254431,,,,,,,
1016,stick,rural region,4.035714286,4643.339643,4173.407067,-0.472509019,,,,,,,
1016,stick,to puncture with something,3.310344828,3800.172414,2086.475056,-0.914458436,,,,,,,
1016,stick,to place something somewhere,4.793103448,3630.991034,2156.477628,0.103540123,,,,,,,
1016,stick,to impose something disagreeable upon,4.62962963,4133.486296,4550.182781,-0.093216729,,,,,,,
1016,stick,car with a manual transmission,5.034482759,3542.201379,2111.040814,0.13267536,,,,,,,
1016,stick,to attach to something,4.896551724,4454.094138,2035.353905,0.182835773,,,,,,,
1017,sticker,adhesive lable,6.285714286,2535.129643,1098.768767,1.045986648,,,,,,,
1017,sticker,a bur or thorn,6.103448276,2388.527931,992.5219494,0.976478059,,,,,,,
1018,stiff,rigid/firm,3.642857143,3818.83,3714.736279,-0.60714793,,,,,,,
1018,stiff,strong/powerful,5,4126.716897,2888.354402,0.152787641,,,,,,,
1018,stiff,lacking ease or grace,5.551724138,3630.351724,1393.697895,0.645387015,,,,,,,
1018,stiff,dead person,5.034482759,3624.684138,1668.793707,0.233042244,,,,,,,
1018,stiff,to cheat,4.896551724,4108.564138,3020.310601,0.233096314,,,,,,,
1019,still,motionless,3.222222222,2844.083333,1122.613018,-1.106866226,,,,,,,
1019,still,free from noise,3.275862069,4199.375862,2588.678714,-0.936376207,,,,,,,
1019,still,single photographic print,6.206896552,3656.112414,3154.891561,1.134241562,,,,,,,
1019,still,in addition,6.481481481,4327.867857,5480.406655,1.279992314,,,,,,,
1019,still,nevertheless,3.178571429,3918.442143,2319.865748,-1.035513116,,,,,,,
1020,sting,from an insect,3.862068966,5239.513448,4568.493487,-0.468450446,,,,,,,
1020,sting,to cause sharp pain,3.413793103,4248.374828,3755.007401,-0.778776258,,,,,,,
1020,sting,to cheat,5.5,4791.964286,4077.649665,0.54647196,,,,,,,
1020,sting,an illegal operation,5.689655172,4016.731034,3175.053929,0.667540267,,,,,,,
1021,stink,strong offensive smell,5.206896552,4322.171034,3662.677917,0.385890006,,,,,,,
1021,stink,something that's inferior...that movie stinks,5.448275862,5166.948276,5877.617158,0.494545127,,,,,,,
1022,stir,to move something continuously,4.392857143,3896.233571,1860.392203,-0.247977348,,,,,,,
1022,stir,affect strongly,5.827586207,3608.645172,1797.158762,0.829995253,,,,,,,
1022,stir,to rouse from inactivity,6.035714286,3436.668276,2932.311561,0.862362989,,,,,,,
1022,stir,a poke,4.035714286,3704.043214,3308.069406,-0.433495581,,,,,,,
1022,stir,state of excitement,5.965517241,3278.385862,1637.443221,0.911554013,,,,,,,
1023,stitch,complete movement of threaded needle,4.965517241,3496.13,3369.056619,0.220889643,,,,,,,
1023,stitch,sudden sharp pain,5.071428571,4109.797857,3145.920034,0.327100484,,,,,,,
1023,stitch,to laugh,6.148148148,3613.921852,2665.240478,0.999566602,,,,,,,
1023,stitch,to mend,5.785714286,3602.73,2406.735839,0.818948213,,,,,,,
1024,stock,shares of a company,6.206896552,3915.371724,2935.094172,1.0836303,,,,,,,
1024,stock,group of animals,6.035714286,3860.513214,2362.181403,0.918590558,,,,,,,
1024,stock,main stem of a plant,5.785714286,3541.449286,3616.651077,0.770369777,,,,,,,
1024,stock,handle of a firearm,3.620689655,3808.536207,1915.308678,-0.834418064,,,,,,,
1024,stock,kind of paper,5.724137931,4244.097586,2214.68358,0.805572,,,,,,,
1024,stock,foundation broth for soups,6.107142857,4615.741786,4724.437623,0.978170457,,,,,,,
1024,stock,commonplace,4.25,3800.381071,2400.389424,-0.337629475,,,,,,,
1024,stock,take inventory,5.535714286,4447.170357,3985.315107,0.617939124,,,,,,,
1025,stone,hard substance of rocks,6.413793103,4804.137931,9822.164869,1.335087762,,,,,,,
1025,stone,hard middle of a peach,3.724137931,4448.202414,3013.448648,-0.559297849,,,,,,,
1025,stone,unfeeling,3.964285714,3672.756429,1440.71325,-0.454069515,,,,,,,
1025,stone,gem,5.607142857,3086.814643,1348.613401,0.697988182,,,,,,,
1026,stoned,killed by rock pelting,4.571428571,3680.658929,1607.068006,0.087649768,,,,,,,
1026,stoned,high on marijuana,4.428571429,4478.526071,3190.936924,-0.056909517,,,,,,,
1027,stool,single seat with no back,5.620689655,3108.273103,2008.401582,0.723237935,,,,,,,
1027,stool,short support to rest feet on,3.037037037,5401.969259,9779.206676,-0.996888985,,,,,,,
1027,stool,fecal matter,4.344827586,3100.678966,1418.251574,-0.2329389,,,,,,,
1027,stool,toilet,3.310344828,4668.497586,2556.472805,-0.906882785,,,,,,,
1028,storage,possessions that are stored away,5.862068966,3102.741379,2366.083259,0.956413712,,,,,,,
1028,storage,computer memory,5.464285714,3705.876071,1531.936178,0.527145273,,,,,,,
1029,store,a shop,5.285714286,3742.519286,1519.636024,0.352347427,,,,,,,
1029,store,to save,5.571428571,3344.037143,1730.636836,0.635524292,,,,,,,
1030,straight,"even, without a bend",5.214285714,5079.338571,5262.498114,0.344532496,,,,,,,
1030,straight,heterosexual,4.24137931,3223.994828,2551.905257,-0.250665229,,,,,,,
1030,straight,unreserved...honest,5.482758621,4563.326552,4096.881595,0.56107826,,,,,,,
1030,straight,cards in consecutive numbers,5.586206897,3909.392759,3542.082746,0.694077002,,,,,,,
1031,stress,put emphasis on,5.607142857,4023.6475,2687.728464,0.633187873,,,,,,,
1031,stress,strain due to outside forces,4.137931034,2934.817931,1531.056848,-0.52118346,,,,,,,
1032,strike,to hit,5.035714286,4747.120357,3136.433837,0.29075656,,,,,,,
1032,strike,to leave work,4.103448276,5370.146897,7247.653332,-0.389832649,,,,,,,
1032,strike,to impress,4.714285714,3449.374286,2242.85393,-0.001016727,,,,,,,
1032,strike,to encounter unexpectedly,3.925925926,4775.556296,2863.658123,-0.496992049,,,,,,,
1032,strike,missed pitch in baseball,3.862068966,4003.128621,2122.178419,-0.493327423,,,,,,,
1032,strike,to cancel out,5.107142857,5156.113929,4980.375617,0.226157184,,,,,,,
1032,strike,knock down all bowling pins,4.275862069,2925.342069,1349.162252,-0.215329437,,,,,,,
1032,strike,to attack a target,5.107142857,2694.228929,1228.056979,0.373021435,,,,,,,
1033,string,thick thread for tying,5.535714286,3662.601786,1381.540854,0.601063864,,,,,,,
1033,string,necklace,3.965517241,4118.18069,3433.858857,-0.44196387,,,,,,,
1033,string,series of things,5.464285714,3770.725,2892.822056,0.50486918,,,,,,,
1033,string,musical instruments,5.24137931,3687.666207,1747.159324,0.464316212,,,,,,,
1034,strip,to take off clothing,4.75862069,4677.774828,4220.685485,0.115796502,,,,,,,
1034,strip,to remove varnish or paint,6.068965517,4179.673793,3322.074865,0.979118882,,,,,,,
1034,strip,narrow piece of something,4.928571429,4906.450357,3622.525495,0.120789231,,,,,,,
1034,strip,type of beef steak,4.068965517,3258.05931,1398.155201,-0.387708327,,,,,,,
1034,strip,to reduce to essentials,4.785714286,3317.8975,1877.109739,0.127999999,,,,,,,
1035,stroke,hitting something,4.607142857,6332.920357,6219.77663,-0.137106733,,,,,,,
1035,stroke,blockage of blood,4.321428571,3383.8475,1985.185116,-0.27115765,,,,,,,
1035,stroke,a single complete movement,5.357142857,3981.357857,1993.179861,0.374346232,,,,,,,
1035,stroke,method of swimming,3.172413793,3122.808621,1550.800738,-1.009125168,,,,,,,
1035,stroke,moving a pen,4.586206897,3793.75069,1755.956178,-0.02592131,,,,,,,
1035,stroke,to pass hand over lightly,4,4635.026071,4329.489248,-0.426414843,,,,,,,
1036,strong,muscular power,5.068965517,3299.657241,1653.424809,0.300681539,,,,,,,
1036,strong,competent in a specific field,6.689655172,3502.513448,1394.859488,1.538063781,,,,,,,
1036,strong,great force,4.862068966,4076.953793,2085.214384,0.095972394,,,,,,,
1036,strong,clear and loud,4.793103448,4497.689655,2795.058268,0.120883522,,,,,,,
1036,strong,solid or healthy,5.807692308,3852.018214,2486.015377,0.540425655,,,,,,,
1036,strong,well-supplied,5.655172414,3822.984483,3015.846954,0.652183521,,,,,,,
1036,strong,containing alot of alcohol,5.285714286,5301.028571,3309.829695,0.566989265,,,,,,,
1036,strong,high degree of odor or flavor,4.896551724,2493.048276,873.1401188,0.225085272,,,,,,,
1037,structure,something constructed or built,4.62962963,4263.12963,2491.574058,0.004236744,,,,,,,
1037,structure,how atoms are joined together,5.586206897,3396.656552,3149.016334,0.703545583,,,,,,,
1037,structure,a group's system of beliefs,5.689655172,4000.010345,2538.903185,0.758547295,,,,,,,
1038,stub,short projection,4.965517241,6012.340345,6829.859181,0.336519441,,,,,,,
1038,stub,portion of a ticket,5.964285714,4850.268571,2255.351396,0.869617161,,,,,,,
1038,stub,to strike against accidently,3.551724138,3035.254138,1608.238075,-0.773935661,,,,,,,
1038,stub,to extinguish a cigarette,5.678571429,4285.474286,1733.436478,0.70353352,,,,,,,
1038,stub,stocky,5.896551724,2806.901379,1620.678648,0.819152481,,,,,,,
1039,stuck,thrust with a pointed instrument,5.517241379,3683.031379,1487.820389,0.671749171,,,,,,,
1039,stuck,infatuated with...he's stuck on her,5.620689655,3080.002414,1267.68348,0.598101815,,,,,,,
1039,stuck,unable to move,6.428571429,2799.875357,1394.827419,1.314468433,,,,,,,
1040,stud,weight-baring board...in wall,4.551724138,4163.432759,3218.534727,-0.059531458,,,,,,,
1040,stud,type of earring,5.206896552,4173.13931,5919.095426,0.36464888,,,,,,,
1040,stud,slang for a guy,4.964285714,4768.763214,2610.405813,0.213313962,,,,,,,
1040,stud,type of poker game,3.481481481,3862.394815,2231.041532,-0.958365166,,,,,,,
1040,stud,male horse,4.285714286,4373.396429,3879.40313,-0.373089529,,,,,,,
1041,study,trying to acquring knowledge,4.357142857,3681.789286,2512.020934,-0.297574722,,,,,,,
1041,study,research,3.72,4099.0672,1742.623598,-0.766300959,,,,,,,
1041,study,room set apart for studying,4.034482759,3930.373103,3358.258852,-0.337201278,,,,,,,
1042,stuff,material that anything is made of,5.111111111,3606.154074,5756.196898,0.323229388,,,,,,,
1042,stuff,to cram full,6.592592593,3369.592963,2770.178697,1.2878371,,,,,,,
1042,stuff,worthless things,4.620689655,4618.377586,2526.453384,0.006386917,,,,,,,
1043,stump,lower part of a cut down tree,5.071428571,3593.956786,1994.778954,0.248105603,,,,,,,
1043,stump,a short piece of something,5.535714286,3952.879643,2006.416206,0.6207917,,,,,,,
1043,stump,to puzzle,4.178571429,2978.906429,1941.460186,-0.449488677,,,,,,,
1043,stump,make political campaign speeches,4.724137931,3004.032759,1688.720302,-0.032649798,,,,,,,
1044,style,any particular type,4,3190.075172,1928.450055,-0.344304111,,,,,,,
1044,style,living in style,4.928571429,4765.871034,6072.22439,0.257930729,,,,,,,
1044,style,form of expression in literary works,5.172413793,5392.696207,4425.512178,0.377550442,,,,,,,
1045,sub,submarine,4.310344828,4414.096207,2908.411939,-0.257977485,,,,,,,
1045,sub,sandwich,5.482758621,4579.022414,2355.753246,0.552144072,,,,,,,
1045,sub,to substitute,5.24137931,6406.792069,8046.283366,0.518403107,,,,,,,
1045,sub,subway,4.827586207,3899.847931,3127.524411,0.109951151,,,,,,,
1046,subject,cause...subject for complaint,6.344827586,2630.234828,940.4635803,1.153016002,,,,,,,
1046,subject,person who is under a ruler,5.740740741,3073.414444,1404.89835,0.656744238,,,,,,,
1046,subject,object of research experiment,5.931034483,4692.707586,5349.697836,0.891171262,,,,,,,
1046,subject,theme of something,3.464285714,4261.9375,2210.958951,-0.736731029,,,,,,,
1047,substance,what something is made of,4.892857143,3937.686207,2929.988645,0.131257522,,,,,,,
1047,substance,controlled drug,6.035714286,4334.308214,1986.066988,0.884159559,,,,,,,
1047,substance,meaning of words,5.344827586,3351.63069,1862.486877,0.450900442,,,,,,,
1047,substance,chemical composition,3.724137931,3697.177586,1456.307424,-0.739645377,,,,,,,
1048,suck,to draw into mouth by suction,4.517241379,4029.111724,4049.429276,-0.046797731,,,,,,,
1048,suck,to be unpleasant,5.888888889,3527.397037,3569.165815,0.925837757,,,,,,,
1048,suck,to deceive or cheat,4.931034483,4666.731724,2886.493687,0.206944052,,,,,,,
1049,sue,petition a court against a person,5.586206897,3506.965517,2409.607605,0.748030409,,,,,,,
1049,sue,female name,5.413793103,4505.152759,3001.566411,0.609932754,,,,,,,
1050,suit,set of clothing,6,4429.882857,2296.636819,0.980731558,,,,,,,
1050,suit,legal prosecution,5.551724138,3070.615517,1984.636879,0.54459554,,,,,,,
1050,suit,four sets of cards,6.034482759,3888.698276,2484.602969,1.068997983,,,,,,,
1050,suit,to be appropriate,3.592592593,3011.565185,1289.757206,-0.871494231,,,,,,,
1051,suite,connected series of rooms,3.068965517,2991.762759,1854.140895,-1.089197608,,,,,,,
1051,suite,ordered series of musical movements,4,3013.637692,1294.643723,-0.540948018,,,,,,,
1052,summit,highest point,4.034482759,2520.843448,816.298375,-0.393441204,,,,,,,
1052,summit,meeting of governmental officials,4.111111111,4526.488148,2731.963547,-0.499246068,,,,,,,
1053,sun,our star,2.551724138,2992.377931,1658.809515,-1.511045586,,,,,,,
1054,sweet,tasting of sugar,3.571428571,3731.601429,2039.187234,-0.760164167,,,,,,,
1054,sweet,pleasing,5.392857143,3092.388929,1540.802039,0.487191631,,,,,,,
1054,sweet,awesome,6.689655172,3129.165172,1766.699119,1.513640023,,,,,,,
1055,swing,on playground,5.607142857,3470.455357,1591.21629,0.591487855,,,,,,,
1055,swing,movement of baseball bat/golf club,4.571428571,2855.083571,1362.203704,-0.079063754,,,,,,,
1055,swing,type of dance,4.413793103,2905.862414,1321.85471,-0.131283223,,,,,,,
1055,swing,to change sexual partners,3.793103448,6355.51,8951.998392,-0.507616593,,,,,,,
1055,swing,to cause to sway,5.310344828,4837.26,5183.599264,0.492391215,,,,,,,
1056,swiss,pertaining to Switzerland,3.689655172,3856.535517,2167.016614,-0.711220306,,,,,,,
1056,swiss,type of cheese,4.896551724,3532.42069,2442.669677,0.207466055,,,,,,,
1057,switch,electrical,5,2493.742069,1427.267446,0.211142405,,,,,,,
1057,switch,to change,5.137931034,3293.113793,2429.621011,0.283928667,,,,,,,
1057,switch,to strike,5.851851852,3635.121481,1777.89078,0.777778298,,,,,,,
1058,sword,long battle knife,5.357142857,4013.416429,2645.721037,0.61823963,,,,,,,
1059,symphony,elaborate musical composition,3.068965517,3043.306552,1807.752087,-1.19473468,,,,,,,
1059,symphony,orchestra,6.321428571,4272.033929,2743.295389,1.109346054,,,,,,,
1060,system,combination of parts,4.392857143,2505.951724,1577.31164,-0.064913923,,,,,,,
1060,system,working computer hardware,4.689655172,3213.318621,2405.255175,0.025992002,,,,,,,
1060,system,prevailing social order,3.642857143,2788.306071,1665.182664,-0.699828667,,,,,,,
1061,table,furniture,4.75862069,3243.496552,2444.52112,0.156601661,,,,,,,
1061,table,to put an issue to rest,4.321428571,3406.068571,2173.932204,-0.212895264,,,,,,,
1062,tablet,pill,2.75,3101.431071,2649.464816,-1.313355316,,,,,,,
1062,tablet,notepad,2.666666667,2614.452963,1234.157832,-1.458602529,,,,,,,
1063,tackle,to push over,4.964285714,3154.452069,2072.492908,0.191721901,,,,,,,
1063,tackle,bait,3.068965517,3350.638621,2646.064961,-1.116535155,,,,,,,
1064,tag,label,3.655172414,5281.569655,7157.4497,-0.679375457,,,,,,,
1064,tag,game,3.321428571,3820.959643,3397.369862,-0.990489294,,,,,,,
1065,tail,on an animal,4.071428571,3581.041429,3510.444967,-0.388783487,,,,,,,
1065,tail,to follow,4.206896552,3158.94,1147.547304,-0.235899835,,,,,,,
1065,tale,story,5.714285714,3574.811429,2526.607709,0.74574914,,,,,,,
1066,talk,discuss,4.724137931,2612.913103,1177.762375,0.005312578,,,,,,,
1066,talk,speech,4.551724138,2423.164138,1167.48434,-0.178071875,,,,,,,
1067,tan,skin tone,6.071428571,4417.824643,7266.687206,1.076718134,,,,,,,
1067,tan,to expose skin to sunlight,4.103448276,2482.428966,1304.547558,-0.387524663,,,,,,,
1067,tan,animal hide treatment,3.740740741,3030.701111,1854.266931,-0.581198898,,,,,,,
1068,tank,container,3.344827586,3186.260345,1407.693436,-1.026756217,,,,,,,
1068,tank,military,3.896551724,3818.375517,2384.508552,-0.577117871,,,,,,,
1068,tank,to do poorly,4.035714286,4043.360345,5825.157663,-0.41206913,,,,,,,
1069,tap,dance,4.535714286,3921.555,2215.403636,-0.168177152,,,,,,,
1069,tap,to hit lightly,4.172413793,2606.598966,1727.5892,-0.243309685,,,,,,,
1070,tape,sticky,4.896551724,2858.823448,1437.04038,0.146857216,,,,,,,
1070,tape,record,3.285714286,3563.051786,2776.296505,-0.907674514,,,,,,,
1071,target,bullseye,3.310344828,3197.331034,1558.328496,-0.894793473,,,,,,,
1071,target,store,3.103448276,3645.106207,2509.069678,-1.156974828,,,,,,,
1072,tart,sour,5.068965517,3791.626897,6936.017895,0.387081243,,,,,,,
1072,tart,pastry,6.035714286,3207.903793,1588.941636,1.017157615,,,,,,,
1073,taste,a sense,3.793103448,2932.136897,2229.626382,-0.710276717,,,,,,,
1073,taste,take a sample,4.793103448,2774.28931,2462.276215,0.071323203,,,,,,,
1073,taste,flavor,3.230769231,4352.264815,7927.824626,-1.092813055,,,,,,,
1074,tax,payment to government,3,2526.42931,1366.200361,-1.162587412,,,,,,,
1074,tax,to over-extend,2.206896552,2823.324138,2108.563228,-1.716943182,,,,,,,
1075,tea,drink,5.407407407,3658.67963,2680.165709,0.442681376,,,,,,,
1076,tear,rip,4.24137931,3121.241724,1499.756927,-0.250906959,,,,,,,
1076,tear,crying,5.333333333,4054.181111,3289.226931,0.40950604,,,,,,,
1075,tee,golf,4.892857143,3230.035,2986.002546,0.061254664,,,,,,,
1077,teeth,in mouth,5.275862069,2967.746207,1380.894118,0.391410409,,,,,,,
1077,teeth,on gears,5.107142857,2886.683571,1959.541331,0.339499082,,,,,,,
1078,temper,easily angry,4.535714286,4972.035714,5281.432062,-0.031773982,,,,,,,
1078,temper,to cool,4.642857143,3201.822759,2420.477202,0.074766215,,,,,,,
1079,temple,shrine,6,3493.698929,2992.828216,1.011524151,,,,,,,
1079,temple,part of forehead,5.75862069,3651.767586,2425.137486,0.811136737,,,,,,,
1080,tense,nervous,4.655172414,2608.50931,1363.261146,0.119312694,,,,,,,
1080,tense,as in past-tense,5.965517241,2918.636897,2105.979066,0.871924316,,,,,,,
1081,term,specific word,4.142857143,2914.195357,1750.177221,-0.491422646,,,,,,,
1081,term,semester,4.379310345,2906.08931,1498.666222,-0.24657658,,,,,,,
1082,terminal,will end,4.827586207,3643.848276,2250.196506,-0.011727096,,,,,,,
1082,terminal,airport,5.965517241,3625.493448,1875.004296,0.927263961,,,,,,,
1082,terminal,computer,3.586206897,4439.192759,3431.384056,-0.774248973,,,,,,,
1083,test,exam,5.620689655,3486.374828,1968.90984,0.674891611,,,,,,,
1083,test,to try something,5.034482759,2910.424138,1958.044789,0.268027549,,,,,,,
1084,text,written letters,5.5,2675.800714,1064.30011,0.451217644,,,,,,,
1084,text,written electronic message,3.035714286,4827.601034,2798.19474,-1.21069559,,,,,,,
1085,theater,place for a movie or play,4.296296296,3830.285556,2215.980033,-0.430409587,,,,,,,
1085,theater,area of combat,6.5,4716.239643,9999.918464,1.267899694,,,,,,,
1086,theme,plot,5.75862069,2822.437586,3363.869236,0.782409499,,,,,,,
1086,theme,an essay,3.862068966,3328.832069,2305.131773,-0.48745611,,,,,,,
1087,there,here,6.296296296,3726.714815,2038.152092,1.26194379,,,,,,,
1088,thesis,paper written for a degree,3.464285714,3089.090357,2283.640206,-0.912769809,,,,,,,
1088,thesis,hypothesis,4.24137931,2671.93,1409.495145,-0.353131427,,,,,,,
1087,they're,they are,2.857142857,2405.250357,1100.909821,-1.213231303,,,,,,,
1089,thread,string,5.206896552,2884.874828,1630.328226,0.323787661,,,,,,,
1089,thread,related online comments,3.75,3313.921071,1716.213197,-0.630121763,,,,,,,
1090,threw,tossed,4.344827586,4171.101034,2748.128982,-0.274880174,,,,,,,
1091,throne,royal,3.678571429,4135.576786,1816.997145,-0.695242066,,,,,,,
1093,through,done,4.892857143,2621.207143,1256.892395,0.076660749,,,,,,,
1093,through,to go from one end to another,3.666666667,3233.162963,1824.712056,-0.831817062,,,,,,,
1092,throw,toss,5.724137931,3178.036207,903.6854113,0.775076202,,,,,,,
1092,throw,a blanket,4.142857143,3238.967143,2012.04373,-0.428376852,,,,,,,
1091,thrown,throw,5.357142857,3417.214483,1391.118598,0.351750932,,,,,,,
1094,tick,a mite,3.689655172,3151.93069,2268.470785,-0.653491839,,,,,,,
