word_english,word_english_past,regularity,consistency,imagine_M,RT_M,z_score,proportion_correct,proportion_error
throw,threw,irregular,0.19,5.346153846,831.31,0.34,0.727272727,0.056818182
thrust,thrust,irregular,0.2,5.181818182,739.34,0.03,0.741573034,0.213483146
thumb,thumbed,regular,0.83,4.4375,739.86,0.01,0.933333333,0
thunder,thundered,regular,1,5,641.14,-0.48,1,0
tick,ticked,regular,0.87,4.964285714,808.67,0.29,0.931034483,0
tidy,tidied,regular,1,4.192307692,760.38,0.04,1,0
tighten,tightened,regular,1,6.1,668.75,-0.39,1,0
till,tilled,regular,1,4.3125,707.8,-0.21,0.862068966,0
time,timed,regular,1,3.730769231,714.59,-0.18,0.9,0
tinge,tinged,regular,1,4.153846154,710.17,-0.11,0.827586207,0
tinker,tinkered,regular,1,4.571428571,731.62,-0.14,0.966666667,0
tint,tinted,regular,1,5.037037037,679.15,-0.37,0.931034483,0
tiptoe,tiptoed,regular,1,6.4,648.25,-0.41,0.965517241,0
titillate,titillated,regular,1,4.206896552,845.04,0.72,0.833333333,0
toast,toasted,regular,1,5.133333333,653.72,-0.48,0.833333333,0
toe,toed,regular,0.76,3.696969697,712.63,-0.24,0.965517241,0
tolerate,tolerated,regular,1,3.774193548,665,-0.59,0.965517241,0
tone,toned,regular,1,4,699.36,-0.24,0.933333333,0
toot,tooted,regular,0.89,4.666666667,768.24,0.2,0.896551724,0
topple,toppled,regular,1,4.6,613.72,-0.76,0.966666667,0
torpedo,torpedoed,regular,1,4.96875,786.61,0.14,0.933333333,0
toss,tossed,regular,1,5.483870968,639.07,-0.52,0.965517241,0
tote,toted,regular,1,4.619047619,720.79,-0.21,0.933333333,0
touch,touched,regular,1,5.818181818,700.57,-0.27,0.965517241,0
tour,toured,regular,1,4.966666667,703.96,-0.25,0.931034483,0
tout,touted,regular,1,3.461538462,771.7,0.1,0.9,0
tower,towered,regular,1,4.928571429,652.73,-0.46,1,0
track,tracked,regular,1,4.161290323,673.78,-0.45,0.931034483,0
traffic,trafficked,regular,1,4.935483871,739.96,-0.12,0.931034483,0
train,trained,regular,1,4.666666667,652.47,-0.52,1,0
tramp,tramped,regular,1,3.878787879,687.27,-0.29,0.896551724,0
tranquilize,tranquilized,regular,1,5.033333333,746.43,-0.16,1,0
transcend,transcended,regular,0.58,3.7,682.69,-0.31,1,0
transfer,transferred,regular,1,3.807692308,654.48,-0.52,1,0
transfix,transfixed,regular,1,3.896551724,725.21,-0.2,1,0
transgress,transgressed,regular,0.89,2.806451613,734.43,-0.01,0.965517241,0
transmit,transmitted,regular,0.47,3.533333333,697.07,-0.25,0.931034483,0
transpire,transpired,regular,1,2.862068966,770.21,0.04,0.965517241,0
transport,transported,regular,1,5.09375,620.45,-0.61,0.966666667,0
trap,trapped,regular,0.95,5.090909091,647.93,-0.56,1,0
traverse,traversed,regular,0.8,3.821428571,762.42,0.1,0.862068966,0
tread,trod,irregular,0.09,4.866666667,786.49,0.2,0.693181818,0.136363636
treasure,treasured,regular,1,4.384615385,632.27,-0.5,1,0
treble,trebled,regular,1,3.25,746,-0.02,0.931034483,0
tremble,trembled,regular,1,5.363636364,646.42,-0.55,0.896551724,0
trick,tricked,regular,0.87,3.571428571,710.45,-0.17,1,0
trigger,triggered,regular,1,4.64516129,632.37,-0.5,0.931034483,0
trim,trimmed,regular,0.75,5.303030303,651.14,-0.52,0.965517241,0
triple,tripled,regular,1,4.133333333,649.54,-0.58,0.965517241,0
troll,trolled,regular,1,3.96875,690.18,-0.28,0.965517241,0
trot,trotted,regular,1,4.866666667,707.67,-0.25,0.965517241,0
trounce,trounced,regular,1,3.607142857,694.3,-0.26,1,0
trumpet,trumpeted,regular,1,4.733333333,679.11,-0.31,0.965517241,0
trundle,trundled,regular,1,3.56,722.78,-0.22,0.931034483,0
trust,trusted,regular,0.8,3.481481481,678.57,-0.42,0.933333333,0
tuck,tucked,regular,1,4.787878788,655.04,-0.45,1,0
tumble,tumbled,regular,1,5.076923077,631.43,-0.57,0.933333333,0
tunnel,tunneled,regular,1,5.285714286,638.86,-0.62,0.965517241,0
tutor,tutored,regular,1,5.433333333,650.37,-0.47,0.931034483,0
tweak,tweaked,regular,0.87,2.96875,680.48,-0.52,0.833333333,0
twine,twined,regular,1,4.586206897,770.92,0.01,0.896551724,0
twirl,twirled,regular,1,5.24137931,659.86,-0.46,1,0
twitch,twitched,regular,1,6.166666667,723.55,-0.19,1,0
type,typed,regular,1,5.909090909,731.07,-0.14,1,0
unbalance,unbalanced,regular,1,4.538461538,687.55,-0.23,1,0
unbind,unbound,irregular,1,4.545454545,816.08,0.24,0.719101124,0.213483146
unburden,unburdened,regular,1,2.59375,729.04,-0.03,0.862068966,0
uncover,uncovered,regular,1,5.642857143,620.93,-0.64,0.966666667,0
undercut,undercut,irregular,1,3.548387097,743.81,-0.07,0.804597701,0.16091954
undergo,underwent,irregular,0.09,3.571428571,763.36,0.04,0.579545455,0.034090909
underlie,underlay,irregular,0.11,3.35483871,771.67,0.04,0.707865169,0.112359551
underline,underlined,regular,1,5.35483871,698,-0.33,0.896551724,0
underpay,underpaid,regular,0.9,3.481481481,793.33,-0.05,0.9,0
underplay,underplayed,regular,0.9,3,673.93,-0.38,1,0
underscore,underscored,regular,1,3.785714286,732.71,-0.13,1,0
understand,understood,irregular,0.25,4.387096774,692.52,-0.29,0.977011494,0
understudy,understudied,regular,1,2.818181818,788.23,0.07,0.9,0
undertake,undertook,irregular,1,3.2,708.03,-0.27,0.897727273,0
underwrite,underwrote,irregular,1,3.384615385,801.89,0.28,0.741573034,0.02247191
undo,undid,irregular,0.08,3.785714286,759.06,-0.01,0.764044944,0.011235955
undress,undressed,regular,0.89,5.3,668.45,-0.47,0.966666667,0
unearth,unearthed,regular,1,4.818181818,706,-0.12,0.931034483,0
unfurl,unfurled,regular,1,4.129032258,679.07,-0.28,0.9,0
unhook,unhooked,regular,1,5.034482759,654.79,-0.53,0.966666667,0
unionize,unionized,regular,1,4.166666667,787.61,0.31,0.827586207,0
unlearn,unlearned,regular,1,2.321428571,775.43,0.22,0.766666667,0
unload,unloaded,regular,1,5.4,629.33,-0.65,1,0
unmask,unmasked,regular,1,5.321428571,682.21,-0.34,1,0
unpack,unpacked,regular,1,5.096774194,702.26,-0.32,0.931034483,0
unroll,unrolled,regular,1,5.121212121,652.54,-0.54,0.933333333,0
unseat,unseated,regular,0.73,4.8,766.33,0.17,0.862068966,0
untangle,untangled,regular,1,4.9,654.04,-0.48,0.9,0
unwind,unwound,irregular,0.63,4.064516129,746.56,-0.02,0.707865169,0.191011236
unzip,unzipped,regular,0.83,6.4,662.25,-0.44,0.933333333,0
upbraid,upbraided,regular,1,4.571428571,817.96,0.3,0.827586207,0
upend,upended,regular,1,3.571428571,746.5,0.12,0.724137931,0
uphold,upheld,irregular,0.4,3.181818182,713.39,-0.2,0.887640449,0.06741573
upholster,upholstered,regular,1,5.620689655,727.7,-0.12,0.931034483,0
uproot,uprooted,regular,0.9,4.59375,694.79,-0.26,0.965517241,0
upset,upset,irregular,0.38,3.8,700.74,-0.28,0.831460674,0.134831461
urbanize,urbanized,regular,1,3.515151515,699.39,-0.15,0.966666667,0
urinate,urinated,regular,1,6.181818182,723.26,-0.1,0.9,0
usher,ushered,regular,1,4.344827586,669.24,-0.39,1,0
utilize,utilized,regular,1,3.903225806,723.48,-0.03,0.9,0
vacate,vacated,regular,1,4.133333333,718.44,-0.13,0.965517241,0
vacillate,vacillated,regular,1,4.631578947,908,0.97,0.448275862,0
validate,validated,regular,1,4.35483871,673.14,-0.3,0.965517241,0
vandalize,vandalized,regular,1,4.551724138,718.76,-0.17,0.966666667,0
vanquish,vanquished,regular,1,4.5,702.26,-0.17,0.931034483,0
varnish,varnished,regular,1,5.037037037,702.85,-0.17,0.965517241,0
vault,vaulted,regular,1,4.833333333,691.25,-0.25,0.933333333,0
veer,veered,regular,0.94,4.25,727.31,-0.05,0.896551724,0
veil,veiled,regular,1,4.733333333,774.63,0.2,0.933333333,0
venerate,venerated,regular,1,2.517241379,728.73,-0.06,1,0
ventilate,ventilated,regular,1,4.303030303,757.04,0.07,0.965517241,0
verbalize,verbalized,regular,1,4.161290323,747.73,-0.13,1,0
vest,vested,regular,1,3.115384615,679.1,-0.36,0.966666667,0
veto,vetoed,regular,1,3.714285714,812.5,0.35,0.896551724,0
vibrate,vibrated,regular,1,6.133333333,754.89,-0.09,0.931034483,0
vie,vied,regular,0.83,3.869565217,839.33,0.41,0.9,0
vilify,vilified,regular,1,3.75,794.2,0.28,0.896551724,0
violate,violated,regular,1,3.15625,678.17,-0.43,0.966666667,0
visualize,visualized,regular,1,4.806451613,663.23,-0.43,1,0
volley,volleyed,regular,1,4.777777778,672.79,-0.39,1,0
vomit,vomited,regular,1,5.419354839,707.97,-0.33,1,0
vouchsafe,vouchsafed,regular,1,3.37037037,908.57,0.99,0.866666667,0
waddle,waddled,regular,1,4.888888889,680.71,-0.28,0.965517241,0
waft,wafted,regular,1,4.083333333,758.24,0.16,0.833333333,0
wage,waged,regular,1,3.838709677,720.36,-0.21,0.965517241,0
waggle,waggled,regular,1,4.607142857,687.33,-0.36,0.931034483,0
wait,waited,regular,1,3.903225806,741.96,-0.08,0.966666667,0
wake,woke,other,0.13,5.419354839,866.3,0.47,0.766666667,0.066666667
walk,walked,regular,1,6.4,683.79,-0.27,1,0
wallop,walloped,regular,1,5.448275862,663.5,-0.39,0.896551724,0
waltz,waltzed,regular,1,5.933333333,714.82,-0.19,0.933333333,0
wane,waned,regular,1,2.862068966,777.83,0.17,0.862068966,0
want,wanted,regular,1,3.071428571,786.25,0.19,0.965517241,0
warble,warbled,regular,1,4.379310345,739.14,-0.06,0.966666667,0
warn,warned,regular,1,3.757575758,772.39,0.03,1,0
warrant,warranted,regular,1,2.333333333,679.46,-0.31,0.933333333,0
waste,wasted,regular,1,4.5,680.46,-0.4,0.965517241,0
water,watered,regular,1,5.939393939,718.93,-0.15,0.965517241,0
waver,wavered,regular,1,3.966666667,717.45,-0.16,0.75862069,0
waylay,waylaid,regular,1,3.631578947,766.96,0.12,0.965517241,0
wean,weaned,regular,0.88,3.555555556,775.35,0.29,0.689655172,0
wear,wore,irregular,0.14,5,835.07,0.5,0.795454545,0.022727273
weather,weathered,regular,1,3.696969697,657.19,-0.41,0.931034483,0
weave,weaved/wove,other,0.14,4.8,776.32,0.19,0.670454545,0.090909091
wedge,wedged,regular,1,4.566666667,645.64,-0.49,0.966666667,0
weep,wept,irregular,0.43,4.833333333,748.85,-0.01,0.840909091,0.113636364
weigh,weigh,regular,0.89,5,762.29,0.07,0.965517241,0
welcome,welcomed,regular,1,4.933333333,696.36,-0.33,0.965517241,0
well,welled,regular,0.67,3.6,813.05,0.51,0.827586207,0
westernize,westernized,regular,1,3.896551724,777.17,0.13,1,0
whack,whacked,regular,1,5.193548387,694.67,-0.26,0.933333333,0
wheel,wheeled,regular,0.69,4.6,770.7,0.11,0.933333333,0
whet,whetted,regular,0.6,3.954545455,899.8,0.75,0.724137931,0
whine,whined,regular,0.89,5.290322581,727.58,-0.07,0.9,0
whip,whipped,regular,0.85,5.903225806,656.42,-0.51,0.896551724,0
whirr,whirred,regular,1,4.2,763.96,0.14,0.862068966,0
whisper,whispered,regular,1,5.461538462,629.14,-0.6,0.966666667,0
whiten,whitened,regular,1,5.074074074,835.41,0.45,0.933333333,0
whittle,whittled,regular,1,5.090909091,685.42,-0.3,0.965517241,0
whoop,whooped,regular,1,4.606060606,715.36,0.18,0.75862069,0
wield,wielded,regular,1,4.096774194,896.08,0.74,0.827586207,0
wilt,wilted,regular,1,5.107142857,664.04,-0.37,0.827586207,0
win,won,irregular,0.17,4.846153846,867.3,0.66,0.764044944,0.02247191
winch,winched,regular,1,4.275862069,806,0.35,0.896551724,0
wind,winded/wound,other,0.57,4.625,814.93,0.5,0.685393258,0.123595506
wink,winked,regular,0.4,6.25,731.44,-0.1,0.833333333,0
winter,wintered,regular,1,3.5,753.86,0.11,0.965517241,0
wire,wired,regular,1,4.576923077,653.92,-0.32,0.896551724,0
withdraw,withdrew,irregular,0.17,4.033333333,727.99,-0.08,0.829545455,0
wither,withered,regular,1,4.625,696.11,-0.28,0.965517241,0
withhold,withheld,irregular,0.4,3.612903226,714.5,-0.13,0.942528736,0.022988506
withstand,withstood,irregular,0.25,4.129032258,791.7,0.21,0.829545455,0.068181818
wobble,wobbled,regular,1,5.133333333,701.21,-0.22,1,0
wonder,wondered,regular,1,4.384615385,683.93,-0.42,1,0
word,worded,regular,1,2.821428571,830.92,0.52,0.866666667,0
worm,wormed,regular,1,4.451612903,745.08,0.14,0.862068966,0
worsen,worsened,regular,1,3.258064516,736.13,-0.08,0.857142857,0
wound,wounded,regular,1,5.612903226,1011.14,1.03,0.466666667,0
wrap,wrapped,regular,1,5.607142857,657.11,-0.47,0.965517241,0
wreathe,wreathed,regular,1,4.095238095,841.75,0.6,0.6,0
wrench,wrenched,regular,1,4.72,720.52,-0.22,0.966666667,0
wrestle,wrestled,regular,1,5.848484848,690.17,-0.29,1,0
wring,wrung,irregular,0.5,5.304347826,800.32,0.41,0.761363636,0.056818182
wrinkle,wrinkled,regular,1,5.25,700.1,-0.28,0.966666667,0
write,wrote,irregular,0.09,6.060606061,777.03,0.09,0.75,0.011363636
wrong,wronged,regular,1,3.225806452,752.82,0.08,0.933333333,0
yank,yanked,regular,1,5.25,701.78,-0.18,0.931034483,0
yawn,yawned,regular,1,5.967741935,680.74,-0.26,0.931034483,0
yell,yelled,regular,0.67,5.333333333,819.03,0.28,1,0
yelp,yelped,regular,1,4.884615385,637.64,-0.5,0.965517241,0
zap,zapped,regular,0.95,5.090909091,745,-0.1,0.966666667,0
zip,zipped,regular,0.82,5.625,729.64,-0.04,0.933333333,0
