word_german,word_english,letters_N,frequency_per_million,frequency_class,valence_M_young_female,valence_M_young_male,valence_M_old_female,valence_M_old_male,valence_M_young,valence_M_old,valence_M,arousal_M_young_female,arousal_M_young_male,arousal_M_old_female,arousal_M_old_male,arousal_M_young,arousal_M_old,arousal_M,control_M_young_female,control_M_young_male,control_M_old_female,control_M_old_male,control_M_young,control_M_old,control_M,imagine_M_young_female,imagine_M_young_male,imagine_M_old_female,imagine_M_old_male,imagine_M_young,imagine_M_old,imagine_M,selfrelevance_M_young_female,selfrelevance_M_young_male,selfrelevance_M_old_female,selfrelevance_M_old_male,selfrelevance_M_young,selfrelevance_M_old,selfrelevance_M,agerelevance_M_young_female,agerelevance_M_young_male,agerelevance_M_old_female,agerelevance_M_old_male,agerelevance_M_young,agerelevance_M_old,agerelevance_M,valence_M_self,valence_M_other,self_or_other_M,self_or_other_SD,self_or_other_class,valence_anova_p_age,valence_anova_etasquared_age,valence_anova_significant_age,valence_anova_p_sex,valence_anova_etasquared_sex,valence_anova_significant_sex,valence_anova_p_age_sex,valence_anova_etasquared_age_sex,valence_anova_significant_age_sex,arousal_anova_p_age,arousal_anova_etasquared_age,arousal_anova_significant_age,arousal_anova_p_sex,arousal_anova_etasquared_sex,arousal_anova_significant_sex,arousal_anova_p_age_sex,arousal_anova_etasquared_age_sex,arousal_anova_significant_age_sex,control_anova_p_age,control_anova_etasquared_age,control_anova_significant_age,control_anova_p_sex,control_anova_etasquared_sex,control_anova_significant_sex,control_anova_p_age_sex,control_anova_etasquared_age_sex,control_anova_significant_age_sex,imagine_anova_p_age,imagine_anova_etasquared_age,imagine_anova_significant_age,imagine_anova_p_sex,imagine_anova_etasquared_sex,imagine_anova_significant_sex,imagine_anova_p_age_sex,imagine_anova_etasquared_age_sex,imagine_anova_significant_age_sex,selfrelevance_anova_p_age,selfrelevance_anova_etasquared_age,selfrelevance_anova_significant_age,selfrelevance_anova_p_sex,selfrelevance_anova_etasquared_sex,selfrelevance_anova_significant_sex,selfrelevance_anova_p_age_sex,selfrelevance_anova_etasquared_age_sex,selfrelevance_anova_significant_age_sex,agerelevance_anova_p_age,agerelevance_anova_etasquared_age,agerelevance_anova_significant_age,agerelevance_anova_p_sex,agerelevance_anova_etasquared_sex,agerelevance_anova_significant_sex,agerelevance_anova_p_age_sex,agerelevance_anova_etasquared_age_sex,agerelevance_anova_significant_age_sex
ordentlich,tidy,10,16.065,11,4.333,4.917,6.333,6.25,4.625,6.292,5.458,4.417,4.083,3.25,2.833,4.25,3.042,3.646,5.5,5.167,5.5,5.667,5.333,5.583,5.458,4.833,5.083,5.833,4.583,4.958,5.208,5.083,3.833,4.417,5.75,5,4.125,5.375,4.75,3.5,3.75,3.75,3.583,3.625,3.667,3.646,5.438,4.688,2,0,2,0,0.477,1,0.347,0.02,0,0.212,0.035,0,0.006,0.16,1,0.373,0.018,0,0.921,0,0,0.497,0.011,0,0.82,0.001,0,0.497,0.011,0,0.575,0.007,0,0.264,0.028,0,0.097,0.061,0,0.009,0.147,1,0.855,0.001,0,0.149,0.047,0,0.853,0.001,0,0.853,0.001,0,0.357,0.019,0
passiv,passive,6,2.308,14,2.5,2.75,3,3,2.625,3,2.813,2.833,3.333,2.75,2.25,3.083,2.5,2.792,2.083,1.583,3.083,2.25,1.833,2.667,2.25,2.5,3.333,4.083,3.417,2.917,3.75,3.333,2.5,3.333,2.273,2.75,2.917,2.522,2.723,3.75,3.833,3.917,3.833,3.792,3.875,3.833,2.5,2.625,1.792,0.441,2,0.197,0.038,0,0.664,0.004,0,0.664,0.004,0,0.21,0.036,0,1,0,0,0.281,0.026,0,0.017,0.124,1,0.052,0.083,0,0.621,0.006,0,0.134,0.05,0,0.879,0.001,0,0.177,0.041,0,0.254,0.03,0,0.069,0.075,0,0.614,0.006,0,0.674,0.004,0,1,0,0,0.674,0.004,0
planlos,unsystematic,7,0.711,15,2.833,2.667,1.917,2,2.75,1.958,2.354,2.667,3.667,4.25,3.167,3.167,3.708,3.438,1.667,2,2.5,2.083,1.833,2.292,2.063,4,4.333,3.25,3.417,4.174,3.333,3.745,2.583,3.083,2.167,2.25,2.833,2.208,2.521,2.75,2.083,2.583,2.667,2.417,2.625,2.521,2.063,2.375,2,0,2,0.025,0.109,1,0.903,0,0,0.715,0.003,0,0.268,0.028,0,0.932,0,0,0.037,0.096,1,0.176,0.041,0,0.901,0,0,0.266,0.028,0,0.184,0.041,0,0.687,0.004,0,0.893,0,0,0.145,0.048,0,0.492,0.011,0,0.623,0.006,0,0.341,0.021,0,0.185,0.04,0,0.09,0.064,0
praktisch,practical,9,37.952,10,5.083,4.917,6,5.833,5,5.913,5.447,3.5,3.333,3.667,4.5,3.417,4.083,3.75,5.417,5.75,5.25,5.545,5.583,5.391,5.489,3,2.667,5.25,4.583,2.833,4.917,3.875,4.75,4.333,6.333,4.583,4.542,5.458,5,3.25,2.75,2.917,2.667,3,2.792,2.896,5.75,5.688,1.917,0.333,2,0.021,0.118,1,0.665,0.004,0,1,0,0,0.031,0.101,1,0.272,0.027,0,0.102,0.06,0,0.551,0.008,0,0.314,0.024,0,0.951,0,0,0,0.303,1,0.3,0.024,0,0.728,0.003,0,0.055,0.081,0,0.025,0.11,1,0.159,0.045,0,0.494,0.011,0,0.221,0.034,0,0.681,0.004,0
puenktlich,punctual,9,10.712,11,4.667,4.75,6.455,6.5,4.708,6.478,5.574,4.167,4.083,3.25,3.167,4.125,3.208,3.667,5.083,5.417,5.75,5.667,5.25,5.708,5.479,4.25,4.333,5.75,4.333,4.292,5.042,4.667,5,4.083,6.25,5.667,4.542,5.958,5.25,3.917,3.5,3.417,3.917,3.708,3.667,3.688,6.125,6.063,1.167,0.354,1,0,0.475,1,0.822,0.001,0,0.947,0,0,0.07,0.073,0,0.867,0.001,0,1,0,0,0.242,0.031,0,0.748,0.002,0,0.592,0.007,0,0.229,0.033,0,0.284,0.026,0,0.229,0.033,0,0.009,0.145,1,0.155,0.045,0,0.749,0.002,0,0.851,0.001,0,0.851,0.001,0,0.044,0.089,1
raffiniert,cunning,10,2.74,13,5.417,5.417,3.167,2.917,5.417,3.042,4.229,4.167,4.333,5.25,5.583,4.25,5.417,4.833,5.75,5.833,6,4.5,5.792,5.25,5.521,3.667,3.333,3.833,3.455,3.5,3.652,3.574,4.083,4.083,2.083,2.25,4.083,2.167,3.125,2.5,2.083,2.727,2.75,2.292,2.739,2.511,5.75,5,1.917,0.333,2,0,0.573,1,0.688,0.004,0,0.688,0.004,0,0,0.248,1,0.419,0.015,0,0.787,0.002,0,0.106,0.058,0,0.036,0.096,1,0.02,0.117,1,0.794,0.002,0,0.52,0.01,0,0.967,0,0,0,0.342,1,0.836,0.001,0,0.836,0.001,0,0.039,0.095,1,0.355,0.02,0,0.302,0.025,0
rastlos,restless,7,1.033,15,2.167,2.917,2.5,3.25,2.542,2.875,2.708,6.083,6.167,5.917,5.75,6.125,5.833,5.979,3.417,3.583,3.417,3.667,3.5,3.542,3.521,4.083,3.417,4.417,4.75,3.75,4.583,4.167,3.75,3.833,2.417,2.833,3.792,2.625,3.208,2.167,1.917,2.25,2.167,2.042,2.208,2.125,3.063,3.25,2,0,2,0.35,0.02,0,0.039,0.093,1,1,0,0,0.337,0.021,0,0.89,0,0,0.68,0.004,0,0.925,0,0,0.64,0.005,0,0.925,0,0,0.089,0.064,0,0.729,0.003,0,0.302,0.024,0,0.021,0.116,1,0.609,0.006,0,0.733,0.003,0,0.477,0.012,0,0.477,0.012,0,0.722,0.003,0
rational,rational,8,2.434,13,3.833,5.083,5.5,5.667,4.458,5.583,5.021,3.917,3.5,3.75,4,3.708,3.875,3.792,5.667,5.917,4.75,5.75,5.792,5.25,5.521,2.167,2.833,3.583,3.333,2.5,3.458,2.979,4.25,5,5.182,5.917,4.625,5.565,5.085,2.75,2.833,3.25,3.333,2.792,3.292,3.042,5.375,5.188,2,0,2,0.001,0.219,1,0.032,0.1,1,0.098,0.061,0,0.659,0.004,0,0.825,0.001,0,0.379,0.018,0,0.171,0.042,0,0.116,0.055,0,0.341,0.021,0,0.09,0.064,0,0.708,0.003,0,0.411,0.015,0,0.031,0.104,1,0.081,0.069,0,0.986,0,0,0.065,0.075,0,0.754,0.002,0,1,0,0
reif,mature,4,8.03,12,5.583,5.5,5.5,5.5,5.542,5.5,5.521,2.667,2.75,3.667,2.727,2.708,3.217,2.957,5.333,5.083,4.167,4.75,5.208,4.458,4.833,3.417,3.583,4.75,3.75,3.5,4.25,3.875,4.833,4.667,5.75,5.333,4.75,5.542,5.146,4.167,3.75,4.25,4,3.958,4.125,4.042,5.813,6,1.875,0.167,2,0.897,0,0,0.897,0,0,0.897,0,0,0.176,0.042,0,0.235,0.033,0,0.158,0.046,0,0.094,0.062,0,0.706,0.003,0,0.347,0.02,0,0.191,0.039,0,0.464,0.012,0,0.307,0.024,0,0.008,0.148,1,0.314,0.023,0,0.664,0.004,0,0.474,0.012,0,0.156,0.045,0,0.72,0.003,0
reizbar,irritable,7,0.287,16,2.25,2.167,1.75,2.667,2.208,2.208,2.208,6.5,6.083,5.75,5.833,6.292,5.792,6.042,2.917,2.917,4.083,2.667,2.917,3.375,3.146,2.75,3.25,4.167,4.167,3,4.167,3.583,3.917,3.833,2.833,3.583,3.875,3.208,3.542,2.833,2.75,3.5,2.833,2.792,3.167,2.979,2.063,2.063,1.25,0.441,1,1,0,0,0.112,0.056,0,0.058,0.079,0,0.029,0.104,1,0.455,0.013,0,0.265,0.028,0,0.306,0.024,0,0.117,0.055,0,0.117,0.055,0,0.044,0.089,1,0.66,0.004,0,0.66,0.004,0,0.139,0.049,0,0.455,0.013,0,0.351,0.02,0,0.258,0.029,0,0.258,0.029,0,0.378,0.018,0
reserviert,reserved,10,7.966,12,2.5,2.833,3.833,3.75,2.667,3.792,3.229,4.417,4.333,3.583,3.667,4.375,3.625,4,4,3.917,4.75,4.5,3.958,4.625,4.292,3.333,2.333,4.417,3.417,2.833,3.917,3.375,2.75,2.75,3.667,3.75,2.75,3.708,3.229,3.583,3.833,3.5,3.25,3.708,3.375,3.542,2.813,2.5,1.333,0.441,1,0.001,0.231,1,0.688,0.004,0,0.504,0.01,0,0.036,0.097,1,1,0,0,0.811,0.001,0,0.133,0.051,0,0.704,0.003,0,0.849,0.001,0,0.027,0.106,1,0.041,0.091,1,1,0,0,0.071,0.072,0,0.936,0,0,0.936,0,0,0.264,0.028,0,1,0,0,0.401,0.016,0
resolut,resolute,7,0.812,15,4.667,4.333,5.167,5.167,4.5,5.167,4.833,4.917,4.833,5.25,5.75,4.875,5.5,5.188,5.75,5.333,5.667,5.417,5.542,5.542,5.542,4.833,2.667,5.5,4.636,3.75,5.087,4.404,4.25,2.833,4.583,4.75,3.542,4.667,4.104,3.333,3.417,3.545,2.667,3.375,3.087,3.234,4.8,4.267,1.583,0.527,2,0.091,0.063,0,0.668,0.004,0,0.668,0.004,0,0.073,0.071,0,0.543,0.008,0,0.396,0.016,0,1,0,0,0.338,0.021,0,0.81,0.001,0,0.018,0.124,1,0.007,0.158,1,0.229,0.033,0,0.027,0.107,1,0.209,0.036,0,0.114,0.056,0,0.393,0.017,0,0.209,0.037,0,0.13,0.053,0
ruhig,calm,5,40.225,9,5.25,4.833,5.583,5.833,5.042,5.708,5.375,1.583,2,1.75,1.833,1.792,1.792,1.792,5.083,5.083,4.167,4.583,5.083,4.375,4.729,4.417,4.417,5.25,3.25,4.417,4.25,4.333,4.167,5,5.333,5.417,4.583,5.375,4.979,3.917,4.083,4,4,4,4,4,5.25,5.063,1.875,0.354,2,0.026,0.107,1,0.775,0.002,0,0.257,0.029,0,1,0,0,0.349,0.02,0,0.531,0.009,0,0.161,0.044,0,0.677,0.004,0,0.677,0.004,0,0.707,0.003,0,0.028,0.105,1,0.028,0.105,1,0.05,0.085,1,0.249,0.03,0,0.344,0.02,0,1,0,0,0.669,0.004,0,0.669,0.004,0
sachlich,factual,8,7.392,12,4.083,4.25,5.364,5.833,4.167,5.609,4.872,4.083,4,3.417,3.667,4.042,3.542,3.792,5.833,5.75,5.667,5.917,5.792,5.792,5.792,3,3,4.917,3.167,3,4.042,3.521,4.25,5,6,5.917,4.625,5.958,5.292,2.917,3.083,3.25,3.583,3,3.417,3.208,5.438,5.438,1.583,0.527,2,0,0.368,1,0.273,0.028,0,0.599,0.006,0,0.178,0.041,0,0.821,0.001,0,0.651,0.005,0,1,0,0,0.756,0.002,0,0.535,0.009,0,0.048,0.086,1,0.095,0.062,0,0.095,0.062,0,0,0.294,1,0.29,0.025,0,0.188,0.039,0,0.113,0.056,0,0.337,0.021,0,0.748,0.002,0
sanft,gentle,5,11.89,11,6.25,6.167,6.417,5.583,6.208,6,6.104,1.917,2,2.25,2.167,1.958,2.208,2.083,4.667,4.667,4,4.25,4.667,4.125,4.396,4.917,4.5,4.727,4.083,4.708,4.391,4.553,5.833,5.417,4.917,4.5,5.625,4.708,5.167,3.25,3.083,3.333,3.5,3.167,3.417,3.292,5.688,5.75,1.75,0.5,2,0.4,0.016,0,0.068,0.074,0,0.133,0.05,0,0.374,0.018,0,1,0,0,0.766,0.002,0,0.232,0.032,0,0.781,0.002,0,0.781,0.002,0,0.57,0.008,0,0.321,0.023,0,0.831,0.001,0,0.036,0.096,1,0.33,0.022,0,1,0,0,0.255,0.029,0,1,0,0,0.446,0.013,0
scheu,bashful,5,2.788,13,3.5,3.833,3.917,3.833,3.667,3.875,3.771,4.75,4.167,3.5,2.667,4.458,3.083,3.771,2.5,1.917,2.636,2.833,2.208,2.739,2.468,4.667,4.417,4.5,4.833,4.542,4.667,4.604,2.917,2.5,3,2.083,2.708,2.542,2.625,3.417,3.083,3.25,3.167,3.25,3.208,3.229,2.75,2.875,1.75,0.441,2,0.574,0.007,0,0.735,0.003,0,0.574,0.007,0,0,0.269,1,0.044,0.089,1,0.716,0.003,0,0.075,0.072,0,0.507,0.01,0,0.184,0.041,0,0.795,0.002,0,0.931,0,0,0.544,0.008,0,0.715,0.003,0,0.149,0.047,0,0.585,0.007,0,0.845,0.001,0,0.331,0.021,0,0.559,0.008,0
schlaefrig,sleepy,9,0.886,15,2.917,3.083,3.727,2.833,3,3.261,3.128,2,2.25,1.75,1.75,2.125,1.75,1.938,2.75,2.167,2.083,2.333,2.458,2.208,2.333,5.5,6.083,5.667,5.333,5.792,5.5,5.646,3.167,3.667,2.25,2.75,3.417,2.5,2.958,3.917,3.833,3.667,3.583,3.875,3.625,3.75,2.313,2.563,2,0,2,0.455,0.013,0,0.333,0.022,0,0.161,0.045,0,0.283,0.026,0,0.719,0.003,0,0.719,0.003,0,0.428,0.014,0,0.596,0.006,0,0.189,0.039,0,0.536,0.009,0,0.79,0.002,0,0.332,0.021,0,0.066,0.075,0,0.309,0.023,0,1,0,0,0.392,0.017,0,0.775,0.002,0,1,0,0
schuechtern,shy,10,4.11,13,3.917,3.833,3.667,3.333,3.875,3.5,3.688,4.333,4.583,3.75,2.917,4.458,3.333,3.896,2.75,2.083,2.833,2.75,2.417,2.792,2.604,4.333,5.167,4.417,4.667,4.75,4.542,4.646,4.167,3.583,2.333,2.417,3.875,2.375,3.125,3.167,2.583,2.75,3,2.875,2.875,2.875,3,3.188,1.625,0.486,2,0.22,0.034,0,0.493,0.011,0,0.68,0.004,0,0.007,0.152,1,0.47,0.012,0,0.183,0.04,0,0.225,0.033,0,0.225,0.033,0,0.344,0.02,0,0.647,0.005,0,0.237,0.032,0,0.522,0.009,0,0.001,0.209,1,0.573,0.007,0,0.453,0.013,0,1,0,0,0.325,0.022,0,0.017,0.123,1
schuldig,guilty,8,21.776,10,2.167,2.167,2.917,2.667,2.167,2.792,2.479,6,6,6.083,5.75,6,5.917,5.958,2.667,2.417,3.917,3.083,2.542,3.5,3.021,4.083,3.917,3.333,3.583,4,3.458,3.729,1.833,1.833,1.417,1.833,1.833,1.625,1.729,2.917,2.917,3.083,3.333,2.917,3.208,3.063,1.667,2.2,1.75,0.441,2,0.077,0.069,0,0.719,0.003,0,0.719,0.003,0,0.79,0.002,0,0.595,0.006,0,0.595,0.006,0,0.029,0.104,1,0.209,0.036,0,0.496,0.011,0,0.394,0.017,0,0.948,0,0,0.742,0.002,0,0.518,0.01,0,0.518,0.01,0,0.518,0.01,0,0.034,0.098,1,0.354,0.02,0,0.354,0.02,0
schwach,weak,7,21.652,10,2.333,2.75,3.25,2.583,2.542,2.917,2.729,3.5,3.917,3,3.182,3.708,3.087,3.404,1.917,1.667,2.5,2.417,1.792,2.458,2.125,5.182,5.417,4.583,4.25,5.304,4.417,4.851,2.25,2.583,2.25,1.667,2.417,1.958,2.188,4.083,4.25,3.75,3.6,4.167,3.682,3.935,1.75,2.625,2,0,2,0.211,0.035,0,0.674,0.004,0,0.074,0.071,0,0.127,0.053,0,0.455,0.013,0,0.769,0.002,0,0.042,0.091,1,0.603,0.006,0,0.795,0.002,0,0.07,0.074,0,0.918,0,0,0.553,0.008,0,0.167,0.043,0,0.703,0.003,0,0.167,0.043,0,0.026,0.112,1,0.969,0,0,0.462,0.013,0
schweigsam,silent,10,1.221,14,3.083,3.083,4,4.083,3.083,4.042,3.563,3.833,3.5,3.083,2.909,3.667,3,3.34,3.917,4.25,4.333,4.25,4.083,4.292,4.188,4.667,4.083,4.75,4.75,4.375,4.75,4.563,3.083,3.583,3.455,3.833,3.333,3.652,3.489,3.917,3.417,3.667,4.083,3.667,3.875,3.771,3.267,2.938,1.333,0.441,1,0.008,0.149,1,0.904,0,0,0.904,0,0,0.014,0.133,1,0.337,0.021,0,0.762,0.002,0,0.608,0.006,0,0.758,0.002,0,0.608,0.006,0,0.45,0.013,0,0.557,0.008,0,0.557,0.008,0,0.559,0.008,0,0.409,0.016,0,0.909,0,0,0.328,0.022,0,0.844,0.001,0,0.035,0.097,1
sehnsuechtig,longing,11,2.079,14,4.583,5,4.417,5.083,4.792,4.75,4.771,3.75,4.083,4.833,4.083,3.917,4.458,4.188,2.167,2.333,3.167,3.083,2.25,3.125,2.688,4.417,5.333,3.667,3.583,4.875,3.625,4.25,4.917,5.167,3.25,4.167,5.042,3.708,4.375,2.083,2.25,2.167,2.583,2.167,2.375,2.271,4.563,4.5,1.917,0.333,2,0.913,0,0,0.162,0.044,0,0.745,0.002,0,0.196,0.038,0,0.616,0.006,0,0.196,0.038,0,0.016,0.124,1,0.906,0,0,0.723,0.003,0,0.037,0.095,1,0.478,0.011,0,0.395,0.016,0,0.002,0.198,1,0.157,0.045,0,0.415,0.015,0,0.539,0.009,0,0.391,0.017,0,0.712,0.003,0
sensibel,sensitive,8,4.887,12,6.25,5.167,4.917,4.5,5.708,4.708,5.208,3.083,3.167,3.333,3.636,3.125,3.478,3.298,4,3.167,3.333,3.583,3.583,3.458,3.521,3.25,3.417,4.75,3.167,3.333,3.958,3.646,6.333,5.667,5.364,4.583,6,4.957,5.489,3.083,2.917,3.083,2.636,3,2.87,2.936,5.188,5.25,1.625,0.5,2,0.022,0.113,1,0.082,0.067,0,0.433,0.014,0,0.345,0.021,0,0.611,0.006,0,0.772,0.002,0,0.757,0.002,0,0.472,0.012,0,0.185,0.04,0,0.27,0.028,0,0.212,0.035,0,0.125,0.053,0,0.003,0.184,1,0.034,0.101,1,0.864,0.001,0,0.588,0.007,0,0.239,0.032,0,0.588,0.007,0
sentimental,sentimental,11,1.715,14,4.667,3.917,4.083,3.417,4.292,3.75,4.021,3.25,4.083,3.5,4,3.667,3.739,3.702,2.667,2.333,2.917,3,2.5,2.958,2.729,3.917,3,4.75,2.333,3.458,3.542,3.5,5.25,4.583,4.583,3.583,4.917,4.083,4.5,3.417,3.583,3.5,3.583,3.5,3.542,3.521,4,4.063,2,0,2,0.125,0.053,0,0.047,0.087,1,0.905,0,0,0.824,0.001,0,0.081,0.069,0,0.657,0.005,0,0.152,0.046,0,0.693,0.004,0,0.511,0.01,0,0.868,0.001,0,0.002,0.202,1,0.141,0.049,0,0.086,0.065,0,0.086,0.065,0,0.727,0.003,0,0.866,0.001,0,0.613,0.006,0,0.866,0.001,0
sinnlich,sensual,8,2.453,13,6.75,6.333,5.667,5.75,6.542,5.708,6.125,2,2.25,3.583,4.583,2.125,4.083,3.104,3.917,3.75,3.167,3.917,3.833,3.542,3.688,5.5,5.833,5.333,5,5.667,5.167,5.417,5.917,5.5,4.667,4.75,5.708,4.708,5.208,2.583,2.167,2.083,2.5,2.375,2.292,2.333,5.938,6.125,1.583,0.433,2,0.008,0.148,1,0.583,0.007,0,0.411,0.015,0,0,0.264,1,0.211,0.035,0,0.45,0.013,0,0.518,0.01,0,0.518,0.01,0,0.311,0.023,0,0.329,0.022,0,1,0,0,0.514,0.01,0,0.007,0.152,1,0.642,0.005,0,0.486,0.011,0,0.759,0.002,0,1,0,0,0.13,0.051,0
skeptisch,sceptical,9,20.367,10,3.75,4,4.083,4.75,3.875,4.417,4.146,4.833,5.167,4.583,4.5,5,4.542,4.771,4.917,5.167,4.25,4.583,5.042,4.417,4.729,4.25,4.667,3.333,3.182,4.458,3.261,3.872,4.5,4.583,5.25,4.083,4.542,4.667,4.604,3.417,3.417,3.75,3.364,3.417,3.565,3.489,5,4.938,1.667,0.441,2,0.153,0.046,0,0.226,0.033,0,0.579,0.007,0,0.156,0.045,0,0.696,0.004,0,0.515,0.01,0,0.088,0.065,0,0.42,0.015,0,0.908,0,0,0.018,0.122,1,0.788,0.002,0,0.565,0.008,0,0.788,0.002,0,0.248,0.03,0,0.184,0.04,0,0.559,0.008,0,0.422,0.015,0,0.422,0.015,0
sorgfaeltig,careful,10,14.091,11,5.167,4.75,6.273,6,4.958,6.13,5.532,4.667,4.917,3.833,4.5,4.792,4.167,4.479,5.917,5.75,5.667,6.083,5.833,5.875,5.854,2.833,4.75,4,3.75,3.792,3.875,3.833,5.5,4.417,6.25,5.917,4.958,6.083,5.521,3.75,3.833,3.75,4,3.792,3.875,3.833,5.75,5.5,1.875,0.333,2,0,0.289,1,0.228,0.034,0,0.8,0.002,0,0.197,0.038,0,0.342,0.021,0,0.665,0.004,0,0.878,0.001,0,0.647,0.005,0,0.288,0.026,0,0.868,0.001,0,0.103,0.059,0,0.036,0.096,1,0,0.261,1,0.017,0.123,1,0.196,0.038,0,0.672,0.004,0,0.398,0.016,0,0.672,0.004,0
spontan,spontaneous,7,10.838,11,6.083,5.667,6.167,5.417,5.875,5.792,5.833,2.833,3.083,4.333,4.917,2.958,4.625,3.792,4.75,4.417,3.75,3.667,4.583,3.708,4.146,3.083,3.417,4.917,3.5,3.25,4.208,3.729,5.417,5.333,6.083,4.5,5.375,5.292,5.333,1.667,1.333,1.833,1.75,1.5,1.792,1.646,6.188,6.188,1.625,0.486,2,0.775,0.002,0,0.05,0.085,1,0.567,0.007,0,0.001,0.223,1,0.379,0.018,0,0.724,0.003,0,0.06,0.078,0,0.647,0.005,0,0.784,0.002,0,0.106,0.058,0,0.356,0.019,0,0.139,0.049,0,0.846,0.001,0,0.056,0.08,0,0.085,0.066,0,0.134,0.05,0,0.281,0.026,0,0.516,0.01,0
stark,strong,5,143.985,8,5.583,5.417,5.833,5.667,5.5,5.75,5.625,3.917,3.417,4.333,4.75,3.667,4.542,4.104,6.25,6.5,5.083,5.75,6.375,5.417,5.896,6.333,6.25,6.167,5.091,6.292,5.652,5.979,5.083,4.917,4.583,4.083,5,4.333,4.667,1.917,1.75,2.417,1.417,1.833,1.917,1.875,6.25,5.875,1.917,0.333,2,0.331,0.021,0,0.516,0.01,0,1,0,0,0.097,0.061,0,0.936,0,0,0.38,0.018,0,0.01,0.142,1,0.203,0.037,0,0.56,0.008,0,0.077,0.071,0,0.12,0.055,0,0.182,0.041,0,0.097,0.061,0,0.401,0.016,0,0.674,0.004,0,0.748,0.002,0,0.028,0.104,1,0.113,0.056,0
still,silent,5,31.137,10,4,4.417,4.5,4.5,4.208,4.5,4.354,3,2.5,1.667,2,2.75,1.833,2.292,3.833,4,3.75,3.5,3.917,3.625,3.771,5,4.667,4.917,4.091,4.833,4.522,4.681,3.333,3.417,3.75,3.667,3.375,3.708,3.542,3.583,3.75,3.333,3.667,3.667,3.5,3.583,3.938,3.75,1.833,0.333,2,0.41,0.015,0,0.555,0.008,0,0.555,0.008,0,0.018,0.12,1,0.824,0.001,0,0.271,0.028,0,0.552,0.008,0,0.932,0,0,0.671,0.004,0,0.574,0.007,0,0.324,0.023,0,0.674,0.004,0,0.47,0.012,0,1,0,0,0.856,0.001,0,0.402,0.016,0,0.211,0.035,0,0.674,0.004,0
stolz,proud,5,32.344,10,4.917,4.667,3.917,4.25,4.792,4.083,4.438,3.583,4.417,3.833,3.917,4,3.875,3.938,5.167,5.167,5.167,4.667,5.167,4.917,5.042,5,5.583,4.833,5.333,5.292,5.083,5.188,5.083,4.75,3.909,4.083,4.917,4,4.468,2.917,3.5,2.417,3.083,3.208,2.75,2.979,4.688,4.063,1.833,0.441,2,0.073,0.071,0,0.915,0,0,0.454,0.013,0,0.756,0.002,0,0.258,0.029,0,0.353,0.02,0,0.489,0.011,0,0.489,0.011,0,0.489,0.011,0,0.666,0.004,0,0.264,0.028,0,0.931,0,0,0.058,0.081,0,0.867,0.001,0,0.595,0.007,0,0.052,0.083,0,0.009,0.145,1,0.857,0.001,0
streng,strict,6,21.551,10,3,2.5,2.667,3.417,2.75,3.042,2.896,5.75,6,6.417,5.417,5.875,5.917,5.896,5.417,5.75,5.75,5.5,5.583,5.625,5.604,5,6.083,5,5,5.542,5,5.271,4.333,3.917,4.167,3.5,4.125,3.833,3.979,3.5,4,3.833,3.833,3.75,3.833,3.792,3.813,3.188,1.167,0.333,1,0.401,0.016,0,0.718,0.003,0,0.076,0.07,0,0.87,0.001,0,0.147,0.047,0,0.018,0.121,1,0.904,0,0,0.904,0,0,0.401,0.016,0,0.203,0.037,0,0.203,0.037,0,0.203,0.037,0,0.548,0.008,0,0.266,0.028,0,0.796,0.002,0,0.588,0.007,0,0.109,0.057,0,0.109,0.057,0
stur,stubborn,4,3.625,13,2.75,2.167,1.833,2.083,2.458,1.958,2.208,5.5,5.5,5.083,4.75,5.5,4.917,5.208,4.833,4,3.917,2.667,4.417,3.292,3.854,4.75,3.75,4.583,3.818,4.25,4.217,4.234,3.5,3.75,2.917,3.083,3.625,3,3.313,3.833,3.667,4,4,3.75,4,3.872,2.688,2.188,1.167,0.333,1,0.057,0.08,0,0.518,0.01,0,0.11,0.057,0,0.149,0.047,0,0.677,0.004,0,0.677,0.004,0,0.023,0.111,1,0.035,0.097,1,0.666,0.004,0,0.933,0,0,0.135,0.051,0,0.84,0.001,0,0.233,0.032,0,0.689,0.004,0,0.936,0,0,0.28,0.027,0,0.717,0.003,0,0.717,0.003,0
subjektiv,subjective,9,2.23,14,4.167,4.083,5,3.333,4.125,4.167,4.146,4,4.167,3.333,4.333,4.083,3.833,3.958,3.909,3.75,4.917,3.75,3.826,4.333,4.085,1.583,1.333,2.167,1.333,1.458,1.75,1.604,4.5,4.167,5.333,3.583,4.333,4.458,4.396,3,3,3.083,2.583,3,2.833,2.917,4,3.375,1.333,0.5,1,0.915,0,0,0.029,0.104,1,0.047,0.087,1,0.434,0.014,0,0.072,0.072,0,0.195,0.038,0,0.196,0.039,0,0.091,0.065,0,0.196,0.039,0,0.348,0.02,0,0.085,0.066,0,0.348,0.02,0,0.766,0.002,0,0.017,0.124,1,0.097,0.061,0,0.487,0.011,0,0.299,0.025,0,0.299,0.025,0
